Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
8,7/2/1959,201,La Rochelle,Bordeaux,Plain stage,Michel Dejouhannet,FRA
9,7/3/1959,207,Bordeaux,Bayonne,Plain stage,Marcel Queheille,FRA
10,7/5/1959,235,Bayonne,Bagnères-de-Bigorre,Stage with mountain(s),Marcel Janssens,BEL
11,7/6/1959,119,Bagnères-de-Bigorre,Saint-Gaudens,Stage with mountain(s),André Darrigade,FRA
12,7/7/1959,184,Saint-Gaudens,Albi,Plain stage,Rolf Graf,SUI
13,7/8/1959,219,Albi,Aurillac,Stage with mountain(s),Henry Anglade,FRA
14,7/9/1959,231,Aurillac,Clermont-Ferrand,Stage with mountain(s),André Le Dissez,FRA
15,7/10/1959,12,Puy de Dôme,Puy de Dôme,Mountain time trial,Federico Bahamontes,ESP
16,7/11/1959,210,Clermont-Ferrand,Saint-Étienne,Plain stage,Dino Bruni,ITA
17,7/13/1959,197,Saint-Étienne,Grenoble,Stage with mountain(s),Charly Gaul,LUX
18,7/14/1959,243,Grenoble,Saint-Vincent,Stage with mountain(s),Ercole Baldini,ITA
19,7/15/1959,251,Saint-Vincent,Annecy,Stage with mountain(s),Rolf Graf,SUI
20,7/16/1959,202,Annecy,Chalon-sur-Saône,Plain stage,Brian Robinson,GBR
21,7/17/1959,69,Seurre,Dijon,Individual time trial,Roger Rivière,FRA
22,7/18/1959,331,Dijon,Paris,Plain stage,Joseph Groussard,FRA
1,6/26/1958,184,Brussels,Ghent,Plain stage,André Darrigade,FRA
2,6/27/1958,198,Ghent,Dunkirk,Plain stage,Gerrit Voorting,NED
3,6/28/1958,177,Dunkirk,Mers-les-Bains,Plain stage,Gilbert Bauvin,FRA
4,6/29/1958,205,Le Tréport,Versailles,Plain stage,Jean Gainche,FRA
5,6/30/1958,232,Versailles,Caen,Plain stage,Tino Sabbadini,FRA
6,7/1/1958,223,Caen,Saint-Brieuc,Plain stage,Martin van Geneugden,BEL
7,7/2/1958,170,Saint-Brieuc,Brest,Plain stage,Brian Robinson,GBR
8,7/3/1958,46,Châteaulin,Châteaulin,Individual time trial,Charly Gaul,LUX
9,7/4/1958,206,Quimper,Saint-Nazaire,Plain stage,André Darrigade,FRA
10,7/5/1958,255,Saint-Nazaire,Royan,Plain stage,Pierino Baffi,ITA
11,7/6/1958,137,Royan,Bordeaux,Plain stage,Arrigo Padovan,ITA
12,7/7/1958,161,Bordeaux,Dax,Plain stage,Martin van Geneugden,BEL
13,7/8/1958,230,Dax,Pau,Stage with mountain(s),Louis Bergaud,FRA
14,7/9/1958,129,Pau,Luchon,Stage with mountain(s),Federico Bahamontes,ESP
15,7/10/1958,176,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA
16,7/11/1958,187,Toulouse,Béziers,Plain stage,Pierino Baffi,ITA
17,7/12/1958,189,Béziers,Nîmes,Plain stage,André Darrigade,FRA
18,7/13/1958,21,Bédoin,Mont-Ventoux,Mountain time trial,Charly Gaul,LUX
19,7/14/1958,178,Carpentras,Gap,Stage with mountain(s),Gastone Nencini,ITA
20,7/15/1958,165,Gap,Briançon,Stage with mountain(s),Federico Bahamontes,ESP
21,7/16/1958,219,Briançon,Aix-les-Bains,Stage with mountain(s),Charly Gaul,LUX
22,7/17/1958,237,Aix-les-Bains,Besançon,Stage with mountain(s),André Darrigade,FRA
23,7/18/1958,74,Besançon,Dijon,Individual time trial,Charly Gaul,LUX
24,7/19/1958,320,Dijon,Paris,Plain stage,Pierino Baffi,ITA
1,6/27/1957,204,Nantes,Granville,Plain stage,André Darrigade,FRA
2,6/28/1957,226,Granville,Caen,Plain stage,René Privat,FRA
3a,6/29/1957,15,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen",Team time trial,France,
3b,6/29/1957,134,Caen,Rouen,Plain stage,Jacques Anquetil,FRA
4,6/30/1957,232,Rouen,Roubaix,Plain stage,Marcel Janssens,BEL
5,7/1/1957,170,Roubaix,Charleroi,Plain stage,Gilbert Bauvin,FRA
6,7/2/1957,248,Charleroi,Metz,Plain stage,André Trochut,FRA
7,7/3/1957,223,Metz,Colmar,Stage with mountain(s),Roger Hassenforder,FRA
8,7/4/1957,192,Colmar,Besançon,Plain stage,Pierino Baffi,ITA
9,7/5/1957,188,Besançon,Thonon-les-Bains,Plain stage,Jacques Anquetil,FRA
10,7/7/1957,247,Thonon-les-Bains,Briançon,Stage with mountain(s),Gastone Nencini,ITA
11,7/8/1957,286,Briançon,Cannes,Stage with mountain(s),René Privat,FRA
12,7/9/1957,239,Cannes,Marseille,Stage with mountain(s),Jean Stablinski,FRA
13,7/10/1957,160,Marseille,Alès,Plain stage,Nino Defilippis,ITA
14,7/11/1957,246,Alès,Perpignan,Plain stage,Roger Hassenforder,FRA
15a,7/12/1957,197,Perpignan,Barcelona,Plain stage,René Privat,FRA
15b,7/12/1957,9.8,Montjuïc circuit,Montjuïc circuit,Individual time trial,Jacques Anquetil,FRA
16,7/14/1957,220,Barcelona ,Ax-les-Thermes,Stage with mountain(s),Jean Bourlès,FRA
17,7/15/1957,236,Ax-les-Thermes,Saint-Gaudens,Stage with mountain(s),Nino Defilippis,ITA
18,7/16/1957,207,Saint-Gaudens,Pau,Stage with mountain(s),Gastone Nencini,ITA
19,7/17/1957,194,Pau,Bordeaux,Plain stage,Pierino Baffi,ITA
20,7/18/1957,66,Bordeaux,Libourne,Individual time trial,Jacques Anquetil,FRA
21,7/19/1957,317,Libourne,Tours,Plain stage,André Darrigade,FRA
22,7/20/1957,227,Tours,Paris,Plain stage,André Darrigade,FRA
1,7/5/1956,223,Reims,Liège,Plain stage,André Darrigade,FRA
2,7/6/1956,217,Liège,Lille,Plain stage,Fred De Bruyne,BEL
3,7/7/1956,225,Lille,Rouen,Plain stage,Arigo Padovan,ITA
4a,7/8/1956,15.1,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts,Individual time trial,Charly Gaul,LUX
4b,7/8/1956,125,Rouen,Caen,Plain stage,Roger Hassenforder,FRA
5,7/9/1956,189,Caen,Saint-Malo,Plain stage,Joseph Morvan,FRA
6,7/10/1956,192,Saint-Malo,Lorient,Plain stage,Fred De Bruyne,BEL
7,7/11/1956,244,Lorient,Angers,Plain stage,Alessandro Fantini,ITA
8,7/12/1956,180,Angers,La Rochelle,Plain stage,Miguel Poblet,ESP
9,7/13/1956,219,La Rochelle,Bordeaux,Plain stage,Roger Hassenforder,FRA
10,7/15/1956,201,Bordeaux,Bayonne,Plain stage,Fred De Bruyne,BEL
11,7/16/1956,255,Bayonne,Pau,Stage with mountain(s),Nino Defilippis,ITA
12,7/17/1956,130,Pau,Luchon,Stage with mountain(s),Jean-Pierre Schmitz,LUX
13,7/18/1956,176,Luchon,Toulouse,Stage with mountain(s),Nino Defilippis,ITA
14,7/19/1956,231,Toulouse,Montpellier,Plain stage,Roger Hassenforder,FRA
15,7/20/1956,204,Montpellier,Aix-en-Provence,Plain stage,Joseph Thomin,FRA
16,7/22/1956,203,Aix-en-Provence,Gap,Stage with mountain(s),Jean Forestier,FRA
17,7/23/1956,234,Gap,Turin,Stage with mountain(s),Nino Defilippis,ITA
18,7/24/1956,250,Turin,Grenoble,Stage with mountain(s),Charly Gaul,LUX
19,7/25/1956,173,Grenoble,Saint-Étienne,Stage with mountain(s),Stan Ockers,BEL
20,7/26/1956,73,Saint-Étienne,Lyon,Individual time trial,Miguel Bover,ESP
21,7/27/1956,237,Lyon,Montluçon,Stage with mountain(s),Roger Hassenforder,FRA
22,7/28/1956,331,Montluçon,Paris,Plain stage,Gastone Nencini,ITA
1a,7/7/1955,102,Le Havre,Dieppe,Plain stage,Miguel Poblet,ESP
1b,7/7/1955,12.5,Dieppe,Dieppe,Team time trial,Netherlands,
2,7/8/1955,204,Dieppe,Roubaix,Plain stage,Antonin Rolland,FRA
3,7/9/1955,210,Roubaix,Namur,Plain stage,Louison Bobet,FRA
4,7/10/1955,225,Namur,Metz,Plain stage,Willy Kemp,LUX
5,7/11/1955,229,Metz,Colmar,Plain stage,Roger Hassenforder,FRA
6,7/12/1955,195,Colmar,Zürich,Plain stage,André Darrigade,FRA
7,7/13/1955,267,Zürich,Thonon-les-Bains,Plain stage,Jos Hinsen,NED
8,7/14/1955,253,Thonon-les-Bains,Briançon,Stage with mountain(s),Charly Gaul,LUX
9,7/15/1955,275,Briançon,Monaco,Stage with mountain(s),Raphaël Géminiani,FRA
10,7/16/1955,240,Monaco,Marseille,Plain stage,Lucien Lazaridès,FRA
11,7/18/1955,198,Marseille,Avignon,Stage with mountain(s),Louison Bobet,FRA
12,7/19/1955,240,Avignon,Millau,Stage with mountain(s),Alessandro Fantini,ITA
13,7/20/1955,205,Millau,Albi,Plain stage,Daan de Groot,NED
14,7/21/1955,156,Albi,Narbonne,Stage with mountain(s),Louis Caput,FRA
15,7/22/1955,151,Narbonne,Ax-les-Thermes,Plain stage,Luciano Pezzi,ITA
16,7/24/1955,123,Ax-les-Thermes,Toulouse,Plain stage,Rik Van Steenbergen,BEL
17,7/25/1955,250,Toulouse,Saint-Gaudens,Stage with mountain(s),Charly Gaul,LUX
18,7/26/1955,205,Saint-Gaudens,Pau,Stage with mountain(s),Jean Brankart,BEL
19,7/27/1955,195,Pau,Bordeaux,Plain stage,Wout Wagtmans,NED
20,7/28/1955,243,Bordeaux,Poitiers,Plain stage,Jean Forestier,FRA
21,7/29/1955,68.6,Châtellerault,Tours,Individual time trial,Jean Brankart,BEL
22,7/30/1955,229,Tours,Paris,Plain stage,Miguel Poblet,ESP
1,7/8/1954,216,Amsterdam,Brasschaat,Plain stage,Wout Wagtmans,NED
2,7/9/1954,255,Beveren,Lille,Plain stage,Louison Bobet,FRA
3,7/10/1954,219,Lille,Rouen,Plain stage,Marcel Dussault,FRA
4a,7/11/1954,10.4,Rouen,Circuit des Essarts,Team time trial,Switzerland,
4b,7/11/1954,131,Rouen,Caen,Plain stage,Wim van Est,NED
5,7/12/1954,224,Caen,Saint-Brieuc,Plain stage,Ferdinand Kübler,SUI
6,7/13/1954,179,Saint-Brieuc,Brest,Plain stage,Dominique Forlini,FRA
7,7/14/1954,211,Brest,Vannes,Plain stage,Jacques Vivier,FRA
8,7/15/1954,190,Vannes,Angers,Plain stage,Fred De Bruyne,BEL
9,7/16/1954,343,Angers,Bordeaux,Plain stage,Henk Faanhof,NED
10,7/18/1954,202,Bordeaux,Bayonne,Plain stage,Gilbert Bauvin,FRA
11,7/19/1954,241,Bayonne,Pau,Stage with mountain(s),Stan Ockers,BEL
12,7/20/1954,161,Pau,Luchon,Stage with mountain(s),Gilbert Bauvin,FRA
13,7/21/1954,203,Luchon,Toulouse,Plain stage,Fred De Bruyne,BEL
14,7/22/1954,225,Toulouse,Millau,Stage with mountain(s),Ferdinand Kübler,SUI
15,7/23/1954,197,Millau,Le Puy,Stage with mountain(s),Dominique Forlini,FRA
16,7/24/1954,194,Le Puy,Lyon,Stage with mountain(s),Jean Forestier,FRA
17,7/26/1954,182,Lyon,Grenoble,Stage with mountain(s),Lucien Lazaridès,FRA
18,7/27/1954,216,Grenoble,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,7/28/1954,221,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Dotto,FRA
20,7/29/1954,243,Aix les Bains,Besançon,Stage with mountain(s),Lucien Teisseire,FRA
21a,7/30/1954,134,Besançon,Épinal,Plain stage,François Mahé,FRA
21b,7/30/1954,72,Epinal,Nancy,Individual time trial,Louison Bobet,FRA
22,7/31/1954,216,Nancy,Troyes,Plain stage,Fred De Bruyne,BEL
23,8/1/1954,180,Troyes,Paris,Plain stage,Robert Varnajo,FRA
1,7/3/1953,195,Strasbourg,Metz,Plain stage,Fritz Schär,SUI
2,7/4/1953,227,Metz,Liège,Plain stage,Fritz Schär,SUI
3,7/5/1953,221,Liège,Lille,Plain stage,Stanislas Bober,FRA
4,7/6/1953,188,Lille,Dieppe,Plain stage,Gerrit Voorting,NED
5,7/7/1953,200,Dieppe,Caen,Plain stage,Jean Malléjac,FRA
6,7/8/1953,206,Caen,Le Mans,Plain stage,Martin Van Geneugden,BEL
7,7/9/1953,181,Le Mans,Nantes,Plain stage,Livio Isotti,ITA
8,7/10/1953,345,Nantes,Bordeaux,Plain stage,Jan Nolten,NED
9,7/12/1953,197,Bordeaux,Pau,Plain stage,Fiorenzo Magni,ITA
10,7/13/1953,103,Pau,Cauterets,Stage with mountain(s),Jesús Loroño,ESP
11,7/14/1953,115,Cauterets,Luchon,Stage with mountain(s),Jean Robic,FRA
12,7/15/1953,228,Luchon,Albi,Plain stage,André Darrigade,FRA
13,7/16/1953,189,Albi,Béziers,Stage with mountain(s),Nello Lauredi,FRA
14,7/17/1953,214,Béziers,Nîmes,Stage with mountain(s),Bernard Quennehen,FRA
15,7/18/1953,173,Nîmes,Marseille,Plain stage,Maurice Quentin,FRA
16,7/19/1953,236,Marseille,Monaco,Stage with mountain(s),Wim van Est,NED
17,7/21/1953,261,Monaco,Gap,Stage with mountain(s),Wout Wagtmans,NED
18,7/22/1953,165,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,7/23/1953,227,Briançon,Lyon,Stage with mountain(s),Georges Meunier,FRA
20,7/24/1953,70,Lyon,St. Etienne,Individual time trial,Louison Bobet,FRA
21,7/25/1953,210,St. Etienne,Montluçon,Plain stage,Wout Wagtmans,NED
22,7/26/1953,328,Montluçon,Paris,Plain stage,Fiorenzo Magni,ITA
1,6/25/1952,246,Brest,Rennes,Plain stage,Rik Van Steenbergen,BEL
2,6/26/1952,181,Rennes,Le Mans,Plain stage,André Rosseel,BEL
3,6/27/1952,189,Le Mans,Rouen,Plain stage,Nello Lauredi,FRA
4,6/28/1952,232,Rouen,Roubaix,Plain stage,Pierre Molinéris,FRA
5,6/29/1952,197,Roubaix,Namur,Plain stage,Jean Diederich,LUX
6,6/30/1952,228,Namur,Metz,Plain stage,Fiorenzo Magni,ITA
7,7/1/1952,60,Metz,Nancy,Individual time trial,Fausto Coppi,ITA
8,7/2/1952,252,Nancy,Mulhouse,Stage with mountain(s),Raphaël Géminiani,FRA
9,7/3/1952,238,Mulhouse,Lausanne,Stage with mountain(s),Walter Diggelmann,SUI
10,7/4/1952,266,Lausanne,Alpe d'Huez,Stage with mountain(s),Fausto Coppi,ITA
11,7/6/1952,182,Le Bourg-d'Oisans,Sestriere,Stage with mountain(s),Fausto Coppi,ITA
12,7/7/1952,251,Sestriere,Monaco,Stage with mountain(s),Jan Nolten,NED
13,7/8/1952,214,Monaco,Aix-en-Provence,Plain stage,Raoul Rémy,FRA
14,7/9/1952,178,Aix-en-Provence,Avignon,Stage with mountain(s),Jean Robic,FRA
15,7/10/1952,275,Avignon,Perpignan,Plain stage,Georges Decaux,FRA
16,7/11/1952,200,Perpignan,Toulouse,Plain stage,André Rosseel,BEL
17,7/13/1952,204,Toulouse,Bagnères-de-Bigorre,Stage with mountain(s),Raphaël Géminiani,FRA
18,7/14/1952,149,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Fausto Coppi,ITA
19,7/15/1952,195,Pau,Bordeaux,Plain stage,Hans Dekkers,NED
20,7/16/1952,228,Bordeaux,Limoges,Plain stage,Jacques Vivier,FRA
21,7/17/1952,245,Limoges,Puy de Dôme,Stage with mountain(s),Fausto Coppi,ITA
22,7/18/1952,63,Clermont-Ferrand,Vichy,Individual time trial,Fiorenzo Magni,ITA
23,7/19/1952,354,Vichy,Paris,Plain stage,Antonin Rolland,FRA
1,7/4/1951,185,Metz,Reims,Plain stage,Giovanni Rossi,SUI
2,7/5/1951,228,Reims,Ghent,Plain stage,Jean Diederich,LUX
3,7/6/1951,219,Ghent,Le Tréport,Plain stage,Georges Meunier,FRA
4,7/7/1951,188,Le Tréport,Paris,Plain stage,Roger Lévêque,FRA
5,7/8/1951,215,Paris,Caen,Plain stage,Serafino Biagioni,ITA
6,7/9/1951,182,Caen,Rennes,Plain stage,Édouard Muller,FRA
7,7/10/1951,85,La Guerche-de-Bretagne,Angers,Individual time trial,Hugo Koblet,SUI
8,7/11/1951,241,Angers,Limoges,Plain stage,André Rosseel,BEL
9,7/13/1951,236,Limoges,Clermont-Ferrand,Stage with mountain(s),Raphaël Géminiani,FRA
10,7/14/1951,216,Clermont-Ferrand,Brive,Stage with mountain(s),Bernardo Ruiz,ESP
11,7/15/1951,177,Brive,Agen,Plain stage,Hugo Koblet,SUI
12,7/16/1951,185,Agen,Dax,Plain stage,Wim van Est,NED
13,7/17/1951,201,Dax,Tarbes,Stage with mountain(s),Serafino Biagioni,ITA
14,7/18/1951,142,Tarbes,Luchon,Stage with mountain(s),Hugo Koblet,SUI
15,7/19/1951,213,Luchon,Carcassonne,Stage with mountain(s),André Rosseel,BEL
16,7/20/1951,192,Carcassonne,Montpellier,Plain stage,Hugo Koblet,SUI
17,7/22/1951,224,Montpellier,Avignon,Stage with mountain(s),Louison Bobet,FRA
18,7/23/1951,173,Avignon,Marseille,Plain stage,Fiorenzo Magni,ITA
19,7/24/1951,208,Marseille,Gap,Stage with mountain(s),Armand Baeyens,BEL
20,7/25/1951,165,Gap,Briançon,Stage with mountain(s),Fausto Coppi,ITA
21,7/26/1951,201,Briançon,Aix-les-Bains,Stage with mountain(s),Bernardo Ruiz,ESP
22,7/27/1951,97,Aix-les-Bains,Geneva,Individual time trial,Hugo Koblet,SUI
23,7/28/1951,197,Geneva,Dijon,Stage with mountain(s),Germain Derijcke,BEL
24,7/29/1951,322,Dijon,Paris,Plain stage,Adolphe Deledda,FRA
1,7/13/1950,307,Paris,Metz,Plain stage,Jean Goldschmit,LUX
2,7/14/1950,241,Metz,Liège,Plain stage,Adolfo Leoni,ITA
3,7/15/1950,232.5,Liège,Lille,Plain stage,Alfredo Pasotti,ITA
4,7/16/1950,231,Lille,Rouen,Plain stage,Stan Ockers,BEL
5,7/17/1950,316,Rouen,Dinard,Plain stage,Giovanni Corrieri,ITA
6,7/19/1950,78,Dinard,St. Brieuc,Individual time trial,Ferdinand Kübler,SUI
7,7/20/1950,248,St. Brieuc,Angers,Plain stage,Nello Lauredi,FRA
8,7/21/1950,181,Angers,Niort,Plain stage,Fiorenzo Magni,ITA
9,7/22/1950,206,Niort,Bordeaux,Plain stage,Alfredo Pasotti,ITA
10,7/23/1950,202,Bordeaux,Pau,Plain stage,Marcel Dussault,FRA
11,7/25/1950,230,Pau,St. Gaudens,Stage with mountain(s),Gino Bartali,ITA
12,7/26/1950,233,Saint-Gaudens,Perpignan,Plain stage,Maurice Blomme,BEL
13,7/27/1950,215,Perpignan,Nîmes,Plain stage,Marcel Molinès,FRA
14,7/28/1950,222,Nîmes,Toulon,Plain stage,Custodio Dos Reis,FRA
15,7/29/1950,205.5,Toulon,Menton,Stage with mountain(s),Jean Diederich,LUX
16,7/30/1950,96,Menton,Nice,Stage with mountain(s),Ferdinand Kübler,SUI
17,8/1/1950,229,Nice,Gap,Stage with mountain(s),Raphaël Géminiani,FRA
18,8/2/1950,165,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,8/3/1950,291,Briançon,Saint-Étienne,Stage with mountain(s),Raphaël Géminiani,FRA
20,8/5/1950,98,Saint-Étienne,Lyon,Mountain time trial,Ferdinand Kübler,SUI
21,8/6/1950,233,Lyon,Dijon,Plain stage,Gino Sciardis,FRA
22,8/7/1950,314,Dijon,Paris,Plain stage,Émile Baffert,FRA
1,6/30/1949,182,Paris,Reims,Plain stage,Marcel Dussault,FRA
2,7/1/1949,273,Reims,Brussels,Plain stage,Roger Lambrecht,BEL
3,7/2/1949,211,Brussels,Boulogne-sur-Mer,Plain stage,Norbert Callens,BEL
4,7/3/1949,185,Boulogne-sur-Mer,Rouen,Plain stage,Lucien Teisseire,FRA
5,7/4/1949,293,Rouen,Saint-Malo,Plain stage,Ferdinand Kübler,SUI
6,7/5/1949,305,Saint-Malo,Les Sables-d'Olonne,Plain stage,Adolphe Deledda,FRA
7,7/7/1949,92,Les Sables-d'Olonne,La Rochelle,Individual time trial,Fausto Coppi,ITA
8,7/8/1949,262,La Rochelle,Bordeaux,Plain stage,Guy Lapébie,FRA
9,7/9/1949,228,Bordeaux,San Sebastián,Plain stage,Louis Caput,FRA
10,7/10/1949,192,San Sebastián,Pau,Plain stage,Fiorenzo Magni,ITA
11,7/12/1949,193,Pau,Luchon,Stage with mountain(s),Jean Robic,FRA
12,7/13/1949,134,Luchon,Toulouse,Plain stage,Rik Van Steenbergen,BEL
13,7/14/1949,289,Toulouse,Nîmes,Plain stage,Emile Idée,FRA
14,7/15/1949,199,Nîmes,Marseille,Plain stage,Jean Goldschmidt,LUX
15,7/16/1949,215,Marseille,Cannes,Plain stage,Désiré Keteleer,BEL
16,7/18/1949,275,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
17,7/19/1949,257,Briançon,Aosta,Stage with mountain(s),Fausto Coppi,ITA
18,7/21/1949,265,Aosta,Lausanne,Stage with mountain(s),Vincenzo Rossello,ITA
19,7/22/1949,283,Lausanne,Colmar,Stage with mountain(s),Raphaël Géminiani,FRA
20,7/23/1949,137,Colmar,Nancy,Mountain time trial,Fausto Coppi,ITA
21,7/24/1949,340,Nancy,Paris,Plain stage,Rik Van Steenbergen,BEL
1,6/30/1948,237,Paris,Trouville,Plain stage,Gino Bartali,ITA
2,7/1/1948,259,Trouville,Dinard,Plain stage,Vincenzo Rossello,ITA
3,7/2/1948,251,Dinard,Nantes,Plain stage,Guy Lapébie,FRA
4,7/3/1948,166,Nantes,La Rochelle,Plain stage,Jacques Pras,FRA
5,7/4/1948,262,La Rochelle,Bordeaux,Plain stage,Raoul Remy,FRA
6,7/5/1948,244,Bordeaux,Biarritz,Plain stage,Louison Bobet,FRA
7,7/7/1948,219,Biarritz,Lourdes,Stage with mountain(s),Gino Bartali,ITA
8,7/8/1948,261,Lourdes,Toulouse,Stage with mountain(s),Gino Bartali,ITA
9,7/10/1948,246,Toulouse,Montpellier,Plain stage,Raymond Impanis,BEL
10,7/11/1948,248,Montpellier,Marseille,Plain stage,Raymond Impanis,BEL
11,7/12/1948,245,Marseille,Sanremo,Plain stage,Gino Sciardis,ITA
12,7/13/1948,170,Sanremo,Cannes,Stage with mountain(s),Louison Bobet,FRA
13,7/15/1948,274,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
14,7/16/1948,263,Briançon,Aix-les-Bains,Stage with mountain(s),Gino Bartali,ITA
15,7/18/1948,256,Aix-les-Bains,Lausanne,Stage with mountain(s),Gino Bartali,ITA
16,7/19/1948,243,Lausanne,Mulhouse,Stage with mountain(s),Edward Van Dijck,BEL
17,7/21/1948,120,Mulhouse,Strasbourg,Individual time trial,Roger Lambrecht,BEL
18,7/22/1948,195,Strasbourg,Metz,Plain stage,Giovanni Corrieri,ITA
19,7/23/1948,249,Metz,Liège,Plain stage,Gino Bartali,ITA
20,7/24/1948,228,Liège,Roubaix,Plain stage,Bernard Gauthier,FRA
21,7/25/1948,286,Roubaix,Paris,Plain stage,Giovanni Corrieri,ITA
1,6/25/1947,236,Paris,Lille,Plain stage,Ferdinand Kübler,SUI
2,6/26/1947,182,Lille,Brussels,Plain stage,René Vietto,FRA
3,6/27/1947,314,Brussels,Luxembourg City,Plain stage,Aldo Ronconi,ITA
4,6/28/1947,223,Luxembourg City,Strasbourg,Plain stage,Jean Robic,FRA
5,6/29/1947,248,Strasbourg,Besançon,Plain stage,Ferdinand Kübler,SUI
6,7/1/1947,249,Besançon,Lyon,Plain stage,Lucien Teisseire,FRA
7,7/2/1947,172,Lyon,Grenoble,Stage with mountain(s),Jean Robic,FRA
8,7/3/1947,185,Grenoble,Briançon,Stage with mountain(s),Fermo Camellini,ITA
9,7/5/1947,217,Briançon,Digne,Stage with mountain(s),René Vietto,FRA
10,7/6/1947,255,Digne,Nice,Stage with mountain(s),Fermo Camellini,ITA
11,7/8/1947,230,Nice,Marseille,Plain stage,Édouard Fachleitner,FRA
12,7/9/1947,165,Marseille,Montpellier,Plain stage,Henri Massal,FRA
13,7/10/1947,172,Montpellier,Carcassonne,Plain stage,Lucien Teisseire,FRA
14,7/11/1947,253,Carcassonne,Luchon,Stage with mountain(s),Albert Bourlon,FRA
15,7/13/1947,195,Luchon,Pau,Stage with mountain(s),Jean Robic,FRA
16,7/14/1947,195,Pau,Bordeaux,Plain stage,Giuseppe Tacca,ITA
17,7/15/1947,272,Bordeaux,Les Sables-d'Olonne,Plain stage,Éloi Tassin,FRA
18,7/16/1947,236,Les Sables-d'Olonne,Vannes,Plain stage,Pietro Tarchini,SUI
19,7/18/1947,139,Vannes,Saint-Brieuc,Individual time trial,Raymond Impanis,BEL
20,7/19/1947,235,Saint-Brieuc,Caen,Plain stage,Maurice Diot,FRA
21,7/20/1947,257,Caen,Paris,Plain stage,Briek Schotte,BEL
1,7/10/1939,215,Paris,Caen,Plain stage,Amédée Fournier,FRA
2a,7/11/1939,64,Caen,Vire,Individual time trial,Romain Maes,BEL
2b,7/11/1939,119,Vire,Rennes,Plain stage,Éloi Tassin,FRA
3,7/12/1939,244,Rennes,Brest,Plain stage,Pierre Cloarec,FRA
4,7/13/1939,174,Brest,Lorient,Plain stage,Raymond Louviot,FRA
5,7/14/1939,207,Lorient,Nantes,Plain stage,Amédée Fournier,FRA
6a,7/15/1939,144,Nantes,La Rochelle,Plain stage,Lucien Storme,BEL
6b,7/15/1939,107,La Rochelle,Royan,Plain stage,Edmond Pagès,FRA
7,7/17/1939,198,Royan,Bordeaux,Plain stage,Raymond Passat,FRA
8a,7/18/1939,210,Bordeaux,Salies-de-Béarn,Plain stage,Marcel Kint,BEL
8b,7/18/1939,69,Salies-de-Béarn,Pau,Individual time trial,Karl Litschi,SUI
9,7/19/1939,311,Pau,Toulouse,Stage with mountain(s),Edward Vissers,BEL
10a,7/21/1939,149,Toulouse,Narbonne,Plain stage,Pierre Jaminet,FRA
10b,7/21/1939,27,Narbonne,Béziers,Individual time trial,Maurice Archambaud,FRA
10c,7/21/1939,70,Béziers,Montpellier,Plain stage,Maurice Archambaud,FRA
11,7/22/1939,212,Montpellier,Marseille,Plain stage,Fabien Galateau,FRA
12a,7/23/1939,157,Marseille,Saint-Raphaël,Plain stage,François Neuens,LUX
12b,7/23/1939,122,Saint-Raphaël,Monaco,Plain stage,Maurice Archambaud,FRA
13,7/24/1939,101,Monaco,Monaco,Stage with mountain(s),Pierre Gallien,FRA
14,7/25/1939,175,Monaco,Digne,Plain stage,Pierre Cloarec,FRA
15,7/26/1939,219,Digne,Briançon,Stage with mountain(s),Sylvère Maes,BEL
16a,7/27/1939,126,Briançon,Briançon,Stage with mountain(s),Pierre Jaminet,FRA
16b,7/27/1939,64,Bonneval,Bourg-Saint-Maurice,Mountain time trial,Sylvère Maes,BEL
16c,7/27/1939,104,Bourg-Saint-Maurice,Annecy,Plain stage,Antoon van Schendel,NED
17a,7/29/1939,226,Annecy,Dôle,Stage with mountain(s),François Neuens,LUX
17b,7/29/1939,59,Dôle,Dijon,Individual time trial,Maurice Archambaud,FRA
18a,7/30/1939,151,Dijon,Troyes,Plain stage,René Le Grevès,FRA
18b,7/30/1939,201,Troyes,Paris,Plain stage,Marcel Kint,BEL
1,7/5/1938,215,Paris,Caen,Plain stage,Willi Oberbeck,GER
2,7/6/1938,237,Caen,Saint-Brieuc,Plain stage,Jean Majerus,LUX
3,7/7/1938,238,Saint-Brieuc,Nantes,Plain stage,Gerrit Schulte,NED
4a,7/8/1938,62,Nantes,La Roche-sur-Yon,Plain stage,Éloi Meulenberg,BEL
4b,7/8/1938,83,La Roche-sur-Yon,La Rochelle,Plain stage,Éloi Meulenberg,BEL
4c,7/8/1938,83,La Rochelle,Royan,Plain stage,Félicien Vervaecke,BEL
