Date,Race,Rank,Rider,CQ
15/03/2019,"Tirreno - Adriatico, Stage 3 : Pomarance - Foligno",47.,LUTSENKO Alexey,0
14/03/2019,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",21.,LUTSENKO Alexey,0
13/03/2019,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",13.,LUTSENKO Alexey,0
9/03/2019,Strade Bianche,7.,LUTSENKO Alexey,54
2/03/2019,Omloop Het Nieuwsblad,4.,LUTSENKO Alexey,78
21/02/2019,Tour of Oman,1.,LUTSENKO Alexey,160
20/02/2019,"Tour of Oman, Stage 5 : Samail - Jabal Al Akhdhar (Green Mountain)",leader,LUTSENKO Alexey,8
20/02/2019,"Tour of Oman, Stage 5 : Samail - Jabal Al Akhdhar (Green Mountain)",1.,LUTSENKO Alexey,25
19/02/2019,"Tour of Oman, Stage 4 : As Sifah - Muscat",leader,LUTSENKO Alexey,8
19/02/2019,"Tour of Oman, Stage 4 : As Sifah - Muscat",12.,LUTSENKO Alexey,0
18/02/2019,"Tour of Oman, Stage 3 : Shati al Qurum - Quriyat",leader,LUTSENKO Alexey,8
18/02/2019,"Tour of Oman, Stage 3 : Shati al Qurum - Quriyat",1.,LUTSENKO Alexey,25
17/02/2019,"Tour of Oman, Stage 2 : Al Seeb - Al Bustan",1.,LUTSENKO Alexey,25
30/06/2019,National Championships Kazakhstan (Shchuchinsk) R.R.,9.,NATAROV Yuriy,2
23/06/2019,Tour de Suisse,75.,NATAROV Yuriy,5
23/06/2019,"Tour de Suisse, Stage 9 : Ulrichen - Ulrichen",82.,NATAROV Yuriy,0
22/06/2019,"Tour de Suisse, Stage 8 : Goms - Goms I.T.T.",80.,NATAROV Yuriy,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",54.,NATAROV Yuriy,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",98.,NATAROV Yuriy,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",73.,NATAROV Yuriy,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",93.,NATAROV Yuriy,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",89.,NATAROV Yuriy,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",88.,NATAROV Yuriy,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",117.,NATAROV Yuriy,0
2/06/2019,Tour of Norway,69.,NATAROV Yuriy,0
23/04/2019,Asian Cycling Championships (Gazalkent) T.T.T.,1.,NATAROV Yuriy,5
21/04/2019,"Presidential Tour of Turkey, Stage 6 : Sakarya - Istanbul",DNS,NATAROV Yuriy,0
20/04/2019,"Presidential Tour of Turkey, Stage 5 : Bursa - Kartepe Kayak Merkezi",39.,NATAROV Yuriy,0
19/04/2019,"Presidential Tour of Turkey, Stage 4 : Balikesir - Bursa",54.,NATAROV Yuriy,0
18/04/2019,"Presidential Tour of Turkey, Stage 3 : Çanakkale - Edremit",70.,NATAROV Yuriy,0
17/04/2019,"Presidential Tour of Turkey, Stage 2 : Tekirdag - Eceabat",28.,NATAROV Yuriy,0
16/04/2019,"Presidential Tour of Turkey, Stage 1 : Istanbul - Tekirdag",52.,NATAROV Yuriy,0
3/03/2019,Tour du Rwanda,36.,NATAROV Yuriy,0
27/02/2019,"Tour du Rwanda, Stage 4 : Rubavu - Karongi",10.,NATAROV Yuriy,0
25/02/2019,"Tour du Rwanda, Stage 2 : Kigali - Huye",10.,NATAROV Yuriy,0
16/02/2019,Vuelta a Murcia,66.,NATAROV Yuriy,0
15/07/2019,"Tour de France, Stage 10 : Saint-Flour - Albi",149.0,SANCHEZ GIL Luis Leon,0
14/07/2019,"Tour de France, Stage 9 : Saint-Étienne - Brioude",114.0,SANCHEZ GIL Luis Leon,0
13/07/2019,"Tour de France, Stage 8 : Mâcon - Saint-Étienne",111.0,SANCHEZ GIL Luis Leon,0
12/07/2019,"Tour de France, Stage 7 : Belfort - Chalon-sur-Saône",63.0,SANCHEZ GIL Luis Leon,0
11/07/2019,"Tour de France, Stage 6 : Mulhouse - La Planche des Belles Filles",70.0,SANCHEZ GIL Luis Leon,0
10/07/2019,"Tour de France, Stage 5 : Saint-Dié-des-Vosges - Colmar",38.0,SANCHEZ GIL Luis Leon,0
9/07/2019,"Tour de France, Stage 4 : Reims - Nancy",86.0,SANCHEZ GIL Luis Leon,0
8/07/2019,"Tour de France, Stage 3 : Binche (BEL) - Epernay",50.0,SANCHEZ GIL Luis Leon,0
7/07/2019,"Tour de France, Stage 2 : Brussel (BEL) T.T.T.",10.0,SANCHEZ GIL Luis Leon,0
6/07/2019,"Tour de France, Stage 1 : Brussel (BEL) - Brussel (BEL)",79.0,SANCHEZ GIL Luis Leon,0
30/06/2019,National Championships Spain (Murcia) R.R.,2.0,SANCHEZ GIL Luis Leon,84
23/06/2019,Tour de Suisse,32.0,SANCHEZ GIL Luis Leon,5
23/06/2019,"Tour de Suisse, Stage 9 : Ulrichen - Ulrichen",41.0,SANCHEZ GIL Luis Leon,0
22/06/2019,"Tour de Suisse, Stage 8 : Goms - Goms I.T.T.",68.0,SANCHEZ GIL Luis Leon,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",38.0,SANCHEZ GIL Luis Leon,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",42.0,SANCHEZ GIL Luis Leon,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",22.0,SANCHEZ GIL Luis Leon,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",56.0,SANCHEZ GIL Luis Leon,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",29.0,SANCHEZ GIL Luis Leon,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",1.0,SANCHEZ GIL Luis Leon,45
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",45.0,SANCHEZ GIL Luis Leon,0
2/06/2019,Tour of Norway,31.0,SANCHEZ GIL Luis Leon,5
28/04/2019,Liège - Bastogne - Liège,55.0,SANCHEZ GIL Luis Leon,5
24/04/2019,Flèche Wallonne,44.0,SANCHEZ GIL Luis Leon,5
21/04/2019,Amstel Gold Race,65.0,SANCHEZ GIL Luis Leon,5
13/04/2019,Itzulia Basque Country,27.0,SANCHEZ GIL Luis Leon,9
13/04/2019,"Itzulia Basque Country, Stage 6 : Eibar - Eibar",23.0,SANCHEZ GIL Luis Leon,0
12/04/2019,"Itzulia Basque Country, Stage 5 : Arrigorriaga - Arrate",31.0,SANCHEZ GIL Luis Leon,0
11/04/2019,"Itzulia Basque Country, Stage 4 : Vitoria-Gasteiz - Arrigorriaga",60.0,SANCHEZ GIL Luis Leon,0
10/04/2019,"Itzulia Basque Country, Stage 3 : Sarriguren - Estibaliz",68.0,SANCHEZ GIL Luis Leon,0
9/04/2019,"Itzulia Basque Country, Stage 2 : Zumarraga - Gorraiz",60.0,SANCHEZ GIL Luis Leon,0
8/04/2019,"Itzulia Basque Country, Stage 1 : Zumarraga - Zumarraga I.T.T.",79.0,SANCHEZ GIL Luis Leon,0
6/04/2019,GP Miguel Indurain,2.0,SANCHEZ GIL Luis Leon,48
17/03/2019,Paris - Nice,9.0,SANCHEZ GIL Luis Leon,80
17/03/2019,"Paris - Nice, Stage 8 : Nice - Nice",7.0,SANCHEZ GIL Luis Leon,2
16/03/2019,"Paris - Nice, Stage 7 : Nice - Col de Turini",31.0,SANCHEZ GIL Luis Leon,0
15/03/2019,"Paris - Nice, Stage 6 : Peynier - Brignoles",23.0,SANCHEZ GIL Luis Leon,0
14/03/2019,"Paris - Nice, Stage 5 : Barbentane - Barbentane I.T.T.",10.0,SANCHEZ GIL Luis Leon,0
13/03/2019,"Paris - Nice, Stage 4 : Vichy - Pélussin",16.0,SANCHEZ GIL Luis Leon,0
12/03/2019,"Paris - Nice, Stage 3 : Cepoy - Moulins-Yzeure",32.0,SANCHEZ GIL Luis Leon,0
11/03/2019,"Paris - Nice, Stage 2 : Les Bréviaires - Bellegarde",6.0,SANCHEZ GIL Luis Leon,3
10/03/2019,"Paris - Nice, Stage 1 : Saint-Germain-en-Laye - Saint-Germain-en-Laye",18.0,SANCHEZ GIL Luis Leon,0
24/02/2019,Vuelta a Andalucia / Ruta Del Sol,11.0,SANCHEZ GIL Luis Leon,38
24/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 5 : Otura - Alhaurin de la Torre",12.0,SANCHEZ GIL Luis Leon,0
23/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 4 : Armilla - Granada",12.0,SANCHEZ GIL Luis Leon,0
22/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 3 : Mancha Real - La Guardia de Jaen I.T.T.",17.0,SANCHEZ GIL Luis Leon,0
17/02/2019,Clasica de Almeria,14.0,SANCHEZ GIL Luis Leon,12
16/02/2019,Vuelta a Murcia,1.0,SANCHEZ GIL Luis Leon,110
16/02/2019,"Vuelta a Murcia, Stage 2 : Beniel - Murcia",1.0,SANCHEZ GIL Luis Leon,20
15/02/2019,"Vuelta a Murcia, Stage 1 : Yecla - San Javier",3.0,SANCHEZ GIL Luis Leon,5
10/02/2019,Volta a la Comunitat Valenciana,17.0,SANCHEZ GIL Luis Leon,8
9/02/2019,"Volta a la Comunitat Valenciana, Stage 4 : Vila-Real - Alcala-Alcocebre",13.0,SANCHEZ GIL Luis Leon,0
8/02/2019,"Volta a la Comunitat Valenciana, Stage 3 : Quart de Poblet - Chera",3.0,SANCHEZ GIL Luis Leon,5
27/01/2019,Cadel Evans Great Ocean Road Race,10.0,SANCHEZ GIL Luis Leon,36
20/01/2019,Tour Down Under,4.0,SANCHEZ GIL Luis Leon,136
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",5.0,SANCHEZ GIL Luis Leon,5
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",11.0,SANCHEZ GIL Luis Leon,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",3.0,SANCHEZ GIL Luis Leon,18
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",2.0,SANCHEZ GIL Luis Leon,28
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",8.0,SANCHEZ GIL Luis Leon,1
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",29.0,SANCHEZ GIL Luis Leon,0
13/01/2019,People’s Choice Classic,8.0,SANCHEZ GIL Luis Leon,0
2/06/2019,Tour of Norway,78.,STALNOV Nikita,0
5/05/2019,Tour de Romandie,99.,STALNOV Nikita,5
5/05/2019,"Tour de Romandie, Stage 5 : Genève I.T.T.",77.,STALNOV Nikita,0
4/05/2019,"Tour de Romandie, Stage 4 : Lucens - Torgon",111.,STALNOV Nikita,0
3/05/2019,"Tour de Romandie, Stage 3 : Romont - Romont",124.,STALNOV Nikita,0
2/05/2019,"Tour de Romandie, Stage 2 : Le Locles - Morgins",111.,STALNOV Nikita,0
1/05/2019,"Tour de Romandie, Stage 1 : Neuchâtel - La-Chaux-de-Fonds",79.,STALNOV Nikita,0
30/04/2019,"Tour de Romandie, Prologue : Neuchâtel I.T.T.",122.,STALNOV Nikita,0
26/04/2019,"Tour of the Alps, Stage 5 : Caldaro - Bolzano",DNF,STALNOV Nikita,0
23/04/2019,"Tour of the Alps, Stage 2 : Reith im Alpbachtal (AUT) - Scena",10.,STALNOV Nikita,0
22/04/2019,"Tour of the Alps, Stage 1 : Kufstein (AUT) - Kufstein (AUT)",5.,STALNOV Nikita,3
3/03/2019,Tour du Rwanda,20.,STALNOV Nikita,5
26/02/2019,"Tour du Rwanda, Stage 3 : Huye - Rubavu",7.,STALNOV Nikita,0
24/02/2019,"Tour du Rwanda, Stage 1 : Kigali - Kigali",10.,STALNOV Nikita,0
17/02/2019,Tour Colombia,86.,STALNOV Nikita,0
13/02/2019,"Tour Colombia, Stage 2 : La Ceja - La Ceja",16.,STALNOV Nikita,0
30/06/2019,National Championships Italy (Compiano) R.R.,15.,VILLELLA Davide,11
2/06/2019,Giro d'Italia,60.,VILLELLA Davide,15
2/06/2019,"Giro d'Italia, Stage 21 : Verona - Verona I.T.T.",97.,VILLELLA Davide,0
1/06/2019,"Giro d'Italia, Stage 20 : Feltre - Croce d'Aune/Monte Avena",99.,VILLELLA Davide,0
31/05/2019,"Giro d'Italia, Stage 19 : Treviso - San Martino di Castrozza",58.,VILLELLA Davide,0
30/05/2019,"Giro d'Italia, Stage 18 : Valdaora - Santa Maria di Sala",89.,VILLELLA Davide,0
29/05/2019,"Giro d'Italia, Stage 17 : Commezzadura - Anterselva",76.,VILLELLA Davide,0
28/05/2019,"Giro d'Italia, Stage 16 : Lovere - Ponte di Legno",41.,VILLELLA Davide,0
26/05/2019,"Giro d'Italia, Stage 15 : Ivrea - Como",44.,VILLELLA Davide,0
25/05/2019,"Giro d'Italia, Stage 14 : Saint-Vincent - Courmayeur",89.,VILLELLA Davide,0
24/05/2019,"Giro d'Italia, Stage 13 : Pinerolo - Ceresole Reale/Lago Serru",58.,VILLELLA Davide,0
23/05/2019,"Giro d'Italia, Stage 12 : Cuneo - Pinerolo",100.,VILLELLA Davide,0
22/05/2019,"Giro d'Italia, Stage 11 : Carpi - Novi Ligure",65.,VILLELLA Davide,0
21/05/2019,"Giro d'Italia, Stage 10 : Ravenna - Modena",64.,VILLELLA Davide,0
19/05/2019,"Giro d'Italia, Stage 9 : Riccione - San Marino (SMR) I.T.T.",74.,VILLELLA Davide,0
18/05/2019,"Giro d'Italia, Stage 8 : Tortoredo Lido - Pesaro",77.,VILLELLA Davide,0
17/05/2019,"Giro d'Italia, Stage 7 : Vasto - L'Aquila",56.,VILLELLA Davide,0
16/05/2019,"Giro d'Italia, Stage 6 : Cassino - San Giovanni Rotondo",64.,VILLELLA Davide,0
15/05/2019,"Giro d'Italia, Stage 5 : Frascati - Terracina",85.,VILLELLA Davide,0
14/05/2019,"Giro d'Italia, Stage 4 : Orbetello - Frascati",33.,VILLELLA Davide,0
13/05/2019,"Giro d'Italia, Stage 3 : Vinci - Orbetello",40.,VILLELLA Davide,0
12/05/2019,"Giro d'Italia, Stage 2 : Bologna - Fucecchio",60.,VILLELLA Davide,0
11/05/2019,"Giro d'Italia, Stage 1 : Bologna - San Luca I.T.T.",56.,VILLELLA Davide,0
5/05/2019,"Tour de Romandie, Stage 5 : Genève I.T.T.",DNS,VILLELLA Davide,0
4/05/2019,"Tour de Romandie, Stage 4 : Lucens - Torgon",61.,VILLELLA Davide,0
3/05/2019,"Tour de Romandie, Stage 3 : Romont - Romont",8.,VILLELLA Davide,1
2/05/2019,"Tour de Romandie, Stage 2 : Le Locles - Morgins",109.,VILLELLA Davide,0
1/05/2019,"Tour de Romandie, Stage 1 : Neuchâtel - La-Chaux-de-Fonds",23.,VILLELLA Davide,0
30/04/2019,"Tour de Romandie, Prologue : Neuchâtel I.T.T.",94.,VILLELLA Davide,0
28/04/2019,Liège - Bastogne - Liège,47.,VILLELLA Davide,5
24/04/2019,Flèche Wallonne,57.,VILLELLA Davide,5
21/04/2019,Amstel Gold Race,DNF,VILLELLA Davide,0
31/03/2019,Volta a Catalunya,45.,VILLELLA Davide,5
31/03/2019,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",67.,VILLELLA Davide,0
30/03/2019,"Volta a Catalunya, Stage 6 : Valls - Vilaseca",46.,VILLELLA Davide,0
29/03/2019,"Volta a Catalunya, Stage 5 : Puigcerda - Sant Cugat",35.,VILLELLA Davide,0
28/03/2019,"Volta a Catalunya, Stage 4 : Llanars - La Molina",62.,VILLELLA Davide,0
27/03/2019,"Volta a Catalunya, Stage 3 : Sant Feliu de Guixols - Vallter 2000",68.,VILLELLA Davide,0
26/03/2019,"Volta a Catalunya, Stage 2 : Mataro - Sant Feliu de Guixols",74.,VILLELLA Davide,0
25/03/2019,"Volta a Catalunya, Stage 1 : Calella - Calella",44.,VILLELLA Davide,0
10/03/2019,GP Industria & Artigianato - Larciano,5.,VILLELLA Davide,54
2/03/2019,UAE Tour,22.,VILLELLA Davide,13
2/03/2019,"UAE Tour, Stage 7 : Dubai - Dubai",60.,VILLELLA Davide,0
1/03/2019,"UAE Tour, Stage 6 : Ajman - Jabel Jais",28.,VILLELLA Davide,0
28/02/2019,"UAE Tour, Stage 5 : Sharjah - Khor Fakkan",56.,VILLELLA Davide,0
27/02/2019,"UAE Tour, Stage 4 : Dubai - Hatta Dam",33.,VILLELLA Davide,0
26/02/2019,"UAE Tour, Stage 3 : Al Ain - Jebel Hafeet",37.,VILLELLA Davide,0
25/02/2019,"UAE Tour, Stage 2 : Abu Dhabi - Abu Dhabi",77.,VILLELLA Davide,0
24/02/2019,"UAE Tour, Stage 1 : Al Hudayriat T.T.T.",15.,VILLELLA Davide,0
17/02/2019,Tour Colombia,67.,VILLELLA Davide,0
14/02/2019,"Tour Colombia, Stage 3 : Llanogrande - Llanogrande",17.,VILLELLA Davide,0
12/02/2019,"Tour Colombia, Stage 1 : Medellin T.T.T.",4.,VILLELLA Davide,0
30/06/2019,National Championships Kazakhstan (Shchuchinsk) R.R.,5.,ZAKHAROV Artyom,10
26/06/2019,National Championships Kazakhstan (Burabay) I.T.T.,4.,ZAKHAROV Artyom,4
16/06/2019,Belgium Tour,48.,ZAKHAROV Artyom,5
1/05/2019,Rund um den Finanzplatz Eschborn - Frankfurt,DNF,ZAKHAROV Artyom,0
23/04/2019,Asian Cycling Championships (Gazalkent) T.T.T.,1.,ZAKHAROV Artyom,5
21/04/2019,Presidential Tour of Turkey,37.,ZAKHAROV Artyom,5
21/04/2019,"Presidential Tour of Turkey, Stage 6 : Sakarya - Istanbul",69.,ZAKHAROV Artyom,0
20/04/2019,"Presidential Tour of Turkey, Stage 5 : Bursa - Kartepe Kayak Merkezi",31.,ZAKHAROV Artyom,0
19/04/2019,"Presidential Tour of Turkey, Stage 4 : Balikesir - Bursa",74.,ZAKHAROV Artyom,0
18/04/2019,"Presidential Tour of Turkey, Stage 3 : Çanakkale - Edremit",21.,ZAKHAROV Artyom,0
17/04/2019,"Presidential Tour of Turkey, Stage 2 : Tekirdag - Eceabat",56.,ZAKHAROV Artyom,0
16/04/2019,"Presidential Tour of Turkey, Stage 1 : Istanbul - Tekirdag",53.,ZAKHAROV Artyom,0
21/02/2019,Tour of Oman,88.,ZAKHAROV Artyom,0
20/01/2019,Tour Down Under,103.,ZAKHAROV Artyom,5
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",109.,ZAKHAROV Artyom,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",77.,ZAKHAROV Artyom,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",88.,ZAKHAROV Artyom,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",102.,ZAKHAROV Artyom,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",64.,ZAKHAROV Artyom,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",88.,ZAKHAROV Artyom,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",DNF,ZEITS Andrey,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",88.,ZEITS Andrey,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",92.,ZEITS Andrey,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",79.,ZEITS Andrey,0
2/06/2019,Giro d'Italia,26.,ZEITS Andrey,52
2/06/2019,"Giro d'Italia, Stage 21 : Verona - Verona I.T.T.",51.,ZEITS Andrey,0
1/06/2019,"Giro d'Italia, Stage 20 : Feltre - Croce d'Aune/Monte Avena",35.,ZEITS Andrey,0
31/05/2019,"Giro d'Italia, Stage 19 : Treviso - San Martino di Castrozza",44.,ZEITS Andrey,0
30/05/2019,"Giro d'Italia, Stage 18 : Valdaora - Santa Maria di Sala",31.,ZEITS Andrey,0
29/05/2019,"Giro d'Italia, Stage 17 : Commezzadura - Anterselva",61.,ZEITS Andrey,0
28/05/2019,"Giro d'Italia, Stage 16 : Lovere - Ponte di Legno",27.,ZEITS Andrey,0
26/05/2019,"Giro d'Italia, Stage 15 : Ivrea - Como",34.,ZEITS Andrey,0
25/05/2019,"Giro d'Italia, Stage 14 : Saint-Vincent - Courmayeur",18.,ZEITS Andrey,0
24/05/2019,"Giro d'Italia, Stage 13 : Pinerolo - Ceresole Reale/Lago Serru",31.,ZEITS Andrey,0
23/05/2019,"Giro d'Italia, Stage 12 : Cuneo - Pinerolo",47.,ZEITS Andrey,0
22/05/2019,"Giro d'Italia, Stage 11 : Carpi - Novi Ligure",73.,ZEITS Andrey,0
21/05/2019,"Giro d'Italia, Stage 10 : Ravenna - Modena",52.,ZEITS Andrey,0
19/05/2019,"Giro d'Italia, Stage 9 : Riccione - San Marino (SMR) I.T.T.",39.,ZEITS Andrey,0
18/05/2019,"Giro d'Italia, Stage 8 : Tortoredo Lido - Pesaro",15.,ZEITS Andrey,0
17/05/2019,"Giro d'Italia, Stage 7 : Vasto - L'Aquila",78.,ZEITS Andrey,0
16/05/2019,"Giro d'Italia, Stage 6 : Cassino - San Giovanni Rotondo",24.,ZEITS Andrey,0
15/05/2019,"Giro d'Italia, Stage 5 : Frascati - Terracina",127.,ZEITS Andrey,0
14/05/2019,"Giro d'Italia, Stage 4 : Orbetello - Frascati",34.,ZEITS Andrey,0
13/05/2019,"Giro d'Italia, Stage 3 : Vinci - Orbetello",18.,ZEITS Andrey,0
12/05/2019,"Giro d'Italia, Stage 2 : Bologna - Fucecchio",133.,ZEITS Andrey,0
11/05/2019,"Giro d'Italia, Stage 1 : Bologna - San Luca I.T.T.",60.,ZEITS Andrey,0
26/04/2019,Tour of the Alps,13.,ZEITS Andrey,30
25/04/2019,"Tour of the Alps, Stage 4 : Baselga di Pine - Cles",14.,ZEITS Andrey,0
24/04/2019,"Tour of the Alps, Stage 3 : Salorno - Baselga di Pine",14.,ZEITS Andrey,0
23/04/2019,"Tour of the Alps, Stage 2 : Reith im Alpbachtal (AUT) - Scena",12.,ZEITS Andrey,0
31/03/2019,Volta a Catalunya,22.,ZEITS Andrey,14
31/03/2019,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",45.,ZEITS Andrey,0
30/03/2019,"Volta a Catalunya, Stage 6 : Valls - Vilaseca",36.,ZEITS Andrey,0
29/03/2019,"Volta a Catalunya, Stage 5 : Puigcerda - Sant Cugat",15.,ZEITS Andrey,0
28/03/2019,"Volta a Catalunya, Stage 4 : Llanars - La Molina",32.,ZEITS Andrey,0
27/03/2019,"Volta a Catalunya, Stage 3 : Sant Feliu de Guixols - Vallter 2000",23.,ZEITS Andrey,0
26/03/2019,"Volta a Catalunya, Stage 2 : Mataro - Sant Feliu de Guixols",98.,ZEITS Andrey,0
25/03/2019,"Volta a Catalunya, Stage 1 : Calella - Calella",69.,ZEITS Andrey,0
24/02/2019,Vuelta a Andalucia / Ruta Del Sol,37.,ZEITS Andrey,5
17/02/2019,Tour La Provence,23.,ZEITS Andrey,4
23/06/2019,"Tour de Suisse, Stage 9 : Ulrichen - Ulrichen",DNF,AGNOLI Valerio,0
22/06/2019,"Tour de Suisse, Stage 8 : Goms - Goms I.T.T.",104.,AGNOLI Valerio,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",107.,AGNOLI Valerio,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",59.,AGNOLI Valerio,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",81.,AGNOLI Valerio,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",94.,AGNOLI Valerio,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",87.,AGNOLI Valerio,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",95.,AGNOLI Valerio,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",108.,AGNOLI Valerio,0
2/06/2019,Giro d'Italia,93.,AGNOLI Valerio,15
2/06/2019,"Giro d'Italia, Stage 21 : Verona - Verona I.T.T.",107.,AGNOLI Valerio,0
1/06/2019,"Giro d'Italia, Stage 20 : Feltre - Croce d'Aune/Monte Avena",73.,AGNOLI Valerio,0
31/05/2019,"Giro d'Italia, Stage 19 : Treviso - San Martino di Castrozza",59.,AGNOLI Valerio,0
30/05/2019,"Giro d'Italia, Stage 18 : Valdaora - Santa Maria di Sala",29.,AGNOLI Valerio,0
29/05/2019,"Giro d'Italia, Stage 17 : Commezzadura - Anterselva",115.,AGNOLI Valerio,0
28/05/2019,"Giro d'Italia, Stage 16 : Lovere - Ponte di Legno",98.,AGNOLI Valerio,0
26/05/2019,"Giro d'Italia, Stage 15 : Ivrea - Como",82.,AGNOLI Valerio,0
25/05/2019,"Giro d'Italia, Stage 14 : Saint-Vincent - Courmayeur",96.,AGNOLI Valerio,0
24/05/2019,"Giro d'Italia, Stage 13 : Pinerolo - Ceresole Reale/Lago Serru",86.,AGNOLI Valerio,0
23/05/2019,"Giro d'Italia, Stage 12 : Cuneo - Pinerolo",117.,AGNOLI Valerio,0
22/05/2019,"Giro d'Italia, Stage 11 : Carpi - Novi Ligure",31.,AGNOLI Valerio,0
21/05/2019,"Giro d'Italia, Stage 10 : Ravenna - Modena",32.,AGNOLI Valerio,0
19/05/2019,"Giro d'Italia, Stage 9 : Riccione - San Marino (SMR) I.T.T.",124.,AGNOLI Valerio,0
18/05/2019,"Giro d'Italia, Stage 8 : Tortoredo Lido - Pesaro",12.,AGNOLI Valerio,0
17/05/2019,"Giro d'Italia, Stage 7 : Vasto - L'Aquila",113.,AGNOLI Valerio,0
16/05/2019,"Giro d'Italia, Stage 6 : Cassino - San Giovanni Rotondo",61.,AGNOLI Valerio,0
15/05/2019,"Giro d'Italia, Stage 5 : Frascati - Terracina",50.,AGNOLI Valerio,0
14/05/2019,"Giro d'Italia, Stage 4 : Orbetello - Frascati",106.,AGNOLI Valerio,0
13/05/2019,"Giro d'Italia, Stage 3 : Vinci - Orbetello",117.,AGNOLI Valerio,0
12/05/2019,"Giro d'Italia, Stage 2 : Bologna - Fucecchio",36.,AGNOLI Valerio,0
11/05/2019,"Giro d'Italia, Stage 1 : Bologna - San Luca I.T.T.",103.,AGNOLI Valerio,0
1/05/2019,Rund um den Finanzplatz Eschborn - Frankfurt,74.,AGNOLI Valerio,5
26/04/2019,Tour of the Alps,51.,AGNOLI Valerio,0
17/04/2019,Brabantse Pijl,102.,AGNOLI Valerio,0
31/03/2019,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",DNF,AGNOLI Valerio,0
30/03/2019,"Volta a Catalunya, Stage 6 : Valls - Vilaseca",133.,AGNOLI Valerio,0
29/03/2019,"Volta a Catalunya, Stage 5 : Puigcerda - Sant Cugat",90.,AGNOLI Valerio,0
28/03/2019,"Volta a Catalunya, Stage 4 : Llanars - La Molina",103.,AGNOLI Valerio,0
27/03/2019,"Volta a Catalunya, Stage 3 : Sant Feliu de Guixols - Vallter 2000",110.,AGNOLI Valerio,0
26/03/2019,"Volta a Catalunya, Stage 2 : Mataro - Sant Feliu de Guixols",95.,AGNOLI Valerio,0
25/03/2019,"Volta a Catalunya, Stage 1 : Calella - Calella",109.,AGNOLI Valerio,0
2/03/2019,Omloop Het Nieuwsblad,DNF,AGNOLI Valerio,0
