Date,Race,Rank,Rider,CQ
21/03/2018,"Volta a Catalunya, Stage 3 : Sant Cugat - Camprodon",41.0,BOOKWALTER Brent,0
20/03/2018,"Volta a Catalunya, Stage 2 : Mataro - Valls",11.0,BOOKWALTER Brent,0
19/03/2018,"Volta a Catalunya, Stage 1 : Calella - Calella",85.0,BOOKWALTER Brent,0
25/02/2018,Abu Dhabi Tour,21.0,BOOKWALTER Brent,14
25/02/2018,"Abu Dhabi Tour, Stage 5 : Al Ain - Jebel Hafeet",29.0,BOOKWALTER Brent,0
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",6.0,BOOKWALTER Brent,2
23/02/2018,"Abu Dhabi Tour, Stage 3 : Abu Dhabi - Abu Dhabi",42.0,BOOKWALTER Brent,0
22/02/2018,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",30.0,BOOKWALTER Brent,0
21/02/2018,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",39.0,BOOKWALTER Brent,0
4/02/2018,Volta a la Comunitat Valenciana,16.0,BOOKWALTER Brent,9
3/02/2018,"Volta a la Comunitat Valenciana, Stage 4 : Orihuela - Canteras de Cocentaina",16.0,BOOKWALTER Brent,0
2/02/2018,"Volta a la Comunitat Valenciana, Stage 3 : Benitatxell - Calpe T.T.T.",1.0,BOOKWALTER Brent,5
1/02/2018,"Volta a la Comunitat Valenciana, Stage 2 : Betera - Albuixech",17.0,BOOKWALTER Brent,0
13/10/2018,Il Lombardia,72.,CARUSO Damiano,5
10/10/2018,Milano - Torino,91.,CARUSO Damiano,0
30/09/2018,World Championships (Innsbruck) R.R.,64.,CARUSO Damiano,10
23/09/2018,World Championships (Innsbruck) T.T.T.,3.,CARUSO Damiano,32
16/09/2018,Coppa Bernocchi,83.,CARUSO Damiano,0
15/09/2018,Coppa Agostoni - Giro delle Brianze,13.,CARUSO Damiano,8
9/09/2018,GP de Montréal,26.,CARUSO Damiano,10
7/09/2018,GP de Québec,40.,CARUSO Damiano,5
26/08/2018,Deutschland Tour,5.,CARUSO Damiano,50
26/08/2018,"Deutschland Tour, Stage 4 : Lorsch - Stuttgart",3.,CARUSO Damiano,5
25/08/2018,"Deutschland Tour, Stage 3 : Trier - Merzig",11.,CARUSO Damiano,0
24/08/2018,"Deutschland Tour, Stage 2 : Bonn - Trier",8.,CARUSO Damiano,0
19/08/2018,Arctic Race of Norway,35.,CARUSO Damiano,5
29/07/2018,Tour de France,20.,CARUSO Damiano,72
29/07/2018,"Tour de France, Stage 21 : Houilles - Paris/Champs-Élysées",22.,CARUSO Damiano,0
28/07/2018,"Tour de France, Stage 20 : Saint-Pée-sur-Nivelle - Espelette I.T.T.",13.,CARUSO Damiano,0
27/07/2018,"Tour de France, Stage 19 : Lourdes - Laruns",21.,CARUSO Damiano,0
26/07/2018,"Tour de France, Stage 18 : Trie-sur-Baïse - Pau",97.,CARUSO Damiano,0
25/07/2018,"Tour de France, Stage 17 : Bagnères-de-Luchon - Saint-Lary-Soulan/Col du Portet",73.,CARUSO Damiano,0
24/07/2018,"Tour de France, Stage 16 : Carcassonne - Bagnères-de-Luchon",11.,CARUSO Damiano,0
22/07/2018,"Tour de France, Stage 15 : Millau - Carcassonne",41.,CARUSO Damiano,0
21/07/2018,"Tour de France, Stage 14 : Saint-Paul-Trois-Châteaux - Mende (Croix Neuve)",5.,CARUSO Damiano,15
20/07/2018,"Tour de France, Stage 13 : Bourg d'Oisans - Valence",109.,CARUSO Damiano,0
19/07/2018,"Tour de France, Stage 12 : Bourg-Saint-Maurice - Alpe d'Huez",59.,CARUSO Damiano,0
18/07/2018,"Tour de France, Stage 11 : Albertville - La Rosière",4.,CARUSO Damiano,25
17/07/2018,"Tour de France, Stage 10 : Annecy - Le Grand-Bornand",27.,CARUSO Damiano,0
15/07/2018,"Tour de France, Stage 9 : Arras - Roubaix",78.,CARUSO Damiano,0
14/07/2018,"Tour de France, Stage 8 : Dreux - Amiens",27.,CARUSO Damiano,0
13/07/2018,"Tour de France, Stage 7 : Fougères - Chartres",74.,CARUSO Damiano,0
12/07/2018,"Tour de France, Stage 6 : Brest - Guerlédan/Mûr-de-Bretagne",34.,CARUSO Damiano,0
11/07/2018,"Tour de France, Stage 5 : Lorient - Quimper",52.,CARUSO Damiano,0
10/07/2018,"Tour de France, Stage 4 : La Baule - Sarzeau",47.,CARUSO Damiano,0
9/07/2018,"Tour de France, Stage 3 : Cholet - Cholet T.T.T.",1.,CARUSO Damiano,20
8/07/2018,"Tour de France, Stage 2 : Mouilleron-Saint-Germain - La Roche-sur-Yon",29.,CARUSO Damiano,0
7/07/2018,"Tour de France, Stage 1 : Noirmoutier-en-l'Ile - Fontenay-le-Comte",159.,CARUSO Damiano,0
30/06/2018,National Championships Italy (Darfo Boario Terme) R.R.,24.,CARUSO Damiano,5
10/06/2018,Critérium du Dauphiné,5.,CARUSO Damiano,120
10/06/2018,"Critérium du Dauphiné, Stage 7 : Moûtiers - Saint-Gervais-Mont-Blanc",7.,CARUSO Damiano,2
9/06/2018,"Critérium du Dauphiné, Stage 6 : Frontenex - La Rosière",13.,CARUSO Damiano,0
8/06/2018,"Critérium du Dauphiné, Stage 5 : Grenoble - Valmorel",7.,CARUSO Damiano,2
7/06/2018,"Critérium du Dauphiné, Stage 4 : Chazey-sur-Ain - Lans-en-Vercors",13.,CARUSO Damiano,0
6/06/2018,"Critérium du Dauphiné, Stage 3 : Pont-de-Vaux - Louhans-Châteaurenaud T.T.T.",2.,CARUSO Damiano,7
5/06/2018,"Critérium du Dauphiné, Stage 2 : Montbrison - Belleville en Beaujolais",23.,CARUSO Damiano,0
4/06/2018,"Critérium du Dauphiné, Stage 1 : Valence - Saint-Just-Saint-Rambert",7.,CARUSO Damiano,2
3/06/2018,"Critérium du Dauphiné, Prologue : Valence I.T.T.",21.,CARUSO Damiano,0
27/05/2018,Hammer Series Stavanger,3.,CARUSO Damiano,16
27/05/2018,"Hammer Series Stavanger, Stage 3 : Stavanger, Hammer chase T.T.T.",2.,CARUSO Damiano,2
26/05/2018,"Hammer Series Stavanger, Stage 2 : Stavanger, Hammer sprint",4.,CARUSO Damiano,0
25/05/2018,"Hammer Series Stavanger, Stage 1 : Sandness, Hammer climb",6.,CARUSO Damiano,0
22/04/2018,Liège - Bastogne - Liège,37.,CARUSO Damiano,5
18/04/2018,Flèche Wallonne,DNF,CARUSO Damiano,0
15/04/2018,Amstel Gold Race,95.,CARUSO Damiano,5
7/04/2018,Itzulia Basque Country,67.,CARUSO Damiano,5
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",11.,CARUSO Damiano,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",111.,CARUSO Damiano,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",10.,CARUSO Damiano,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",88.,CARUSO Damiano,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",128.,CARUSO Damiano,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",141.,CARUSO Damiano,0
17/03/2018,Milano - Sanremo,27.,CARUSO Damiano,10
13/03/2018,Tirreno - Adriatico,2.,CARUSO Damiano,195
13/03/2018,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",37.,CARUSO Damiano,0
12/03/2018,"Tirreno - Adriatico, Stage 6 : Numana - Fano",22.,CARUSO Damiano,0
11/03/2018,"Tirreno - Adriatico, Stage 5 : Castelraimondo - Filottrano",10.,CARUSO Damiano,0
10/03/2018,"Tirreno - Adriatico, Stage 4 : Foligno - Sarnano/Sassotetto",leader,CARUSO Damiano,11
10/03/2018,"Tirreno - Adriatico, Stage 4 : Foligno - Sarnano/Sassotetto",13.,CARUSO Damiano,0
9/03/2018,"Tirreno - Adriatico, Stage 3 : Follonica - Trevi",19.,CARUSO Damiano,0
8/03/2018,"Tirreno - Adriatico, Stage 2 : Camaiore - Follonica",15.,CARUSO Damiano,0
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",leader,CARUSO Damiano,11
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",1.,CARUSO Damiano,11
3/03/2018,Strade Bianche,DNF,CARUSO Damiano,0
25/02/2018,Abu Dhabi Tour,42.,CARUSO Damiano,5
25/02/2018,"Abu Dhabi Tour, Stage 5 : Al Ain - Jebel Hafeet",22.,CARUSO Damiano,0
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",23.,CARUSO Damiano,0
23/02/2018,"Abu Dhabi Tour, Stage 3 : Abu Dhabi - Abu Dhabi",55.,CARUSO Damiano,0
22/02/2018,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",108.,CARUSO Damiano,0
21/02/2018,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",110.,CARUSO Damiano,0
13/10/2018,Il Lombardia,33.,DE MARCHI Alessandro,5
11/10/2018,Gran Piemonte,57.,DE MARCHI Alessandro,0
10/10/2018,Milano - Torino,35.,DE MARCHI Alessandro,0
6/10/2018,Giro dell'Emilia,1.,DE MARCHI Alessandro,140
4/10/2018,National Championships Italy (Cavour) I.T.T.,4.,DE MARCHI Alessandro,30
30/09/2018,World Championships (Innsbruck) R.R.,40.,DE MARCHI Alessandro,10
26/09/2018,World Championships (Innsbruck) I.T.T.,28.,DE MARCHI Alessandro,7
16/09/2018,Vuelta a España,76.,DE MARCHI Alessandro,15
16/09/2018,"Vuelta a España, Stage 21 : Alcoron - Madrid",133.,DE MARCHI Alessandro,0
15/09/2018,"Vuelta a España, Stage 20 : Escaldes-Engordany (AND) - Collada de La Gallina (AND)",126.,DE MARCHI Alessandro,0
14/09/2018,"Vuelta a España, Stage 19 : Lleida - Coll de la Rabassa (AND)",12.,DE MARCHI Alessandro,0
13/09/2018,"Vuelta a España, Stage 18 : Ejea de los Caballeros - Lleida",89.,DE MARCHI Alessandro,0
12/09/2018,"Vuelta a España, Stage 17 : Getxo - Balcon de Bizkaia",6.,DE MARCHI Alessandro,7
11/09/2018,"Vuelta a España, Stage 16 : Santillana del Mar - Torrelavega I.T.T.",20.,DE MARCHI Alessandro,0
9/09/2018,"Vuelta a España, Stage 15 : Ribera de Arriba - Lagos de Covadonga",111.,DE MARCHI Alessandro,0
8/09/2018,"Vuelta a España, Stage 14 : Cistierna - Nava/Alto Les Praeres",125.,DE MARCHI Alessandro,0
7/09/2018,"Vuelta a España, Stage 13 : Candas Carreño - Alto de La Camperona",100.,DE MARCHI Alessandro,0
6/09/2018,"Vuelta a España, Stage 12 : Mondoñedo - Faro de Estaca de Bares",109.,DE MARCHI Alessandro,0
5/09/2018,"Vuelta a España, Stage 11 : Mombuey - Luinta",1.,DE MARCHI Alessandro,70
4/09/2018,"Vuelta a España, Stage 10 : Salamanca - Bermillo de Sayago",144.,DE MARCHI Alessandro,0
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",55.,DE MARCHI Alessandro,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",136.,DE MARCHI Alessandro,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",98.,DE MARCHI Alessandro,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",173.,DE MARCHI Alessandro,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",3.,DE MARCHI Alessandro,25
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",87.,DE MARCHI Alessandro,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",143.,DE MARCHI Alessandro,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",118.,DE MARCHI Alessandro,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",6.,DE MARCHI Alessandro,7
19/08/2018,EuroEyes Cyclassics Hamburg,73.,DE MARCHI Alessandro,5
10/08/2018,Tour de Pologne,48.,DE MARCHI Alessandro,5
10/08/2018,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",31.,DE MARCHI Alessandro,0
9/08/2018,"Tour de Pologne, Stage 6 : Zakopane - Bukowina Tatrzanska",89.,DE MARCHI Alessandro,0
8/08/2018,"Tour de Pologne, Stage 5 : Kopalina Soli - Bielsko-Biala",41.,DE MARCHI Alessandro,0
7/08/2018,"Tour de Pologne, Stage 4 : Jaworzno - Szczyrk",27.,DE MARCHI Alessandro,0
6/08/2018,"Tour de Pologne, Stage 3 : Chorzow - Zabrze",90.,DE MARCHI Alessandro,0
5/08/2018,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",82.,DE MARCHI Alessandro,0
4/08/2018,"Tour de Pologne, Stage 1 : Krakow - Krakow",97.,DE MARCHI Alessandro,0
29/07/2018,Ride London - Surrey Classic,68.,DE MARCHI Alessandro,5
30/06/2018,National Championships Italy (Darfo Boario Terme) R.R.,7.,DE MARCHI Alessandro,42
17/06/2018,Tour de Suisse,106.,DE MARCHI Alessandro,5
17/06/2018,"Tour de Suisse, Stage 9 : Bellinzona - Bellinzona I.T.T.",25.,DE MARCHI Alessandro,0
16/06/2018,"Tour de Suisse, Stage 8 : Bellinzona - Bellinzona",123.,DE MARCHI Alessandro,0
15/06/2018,"Tour de Suisse, Stage 7 : Eschenbach - Arosa",126.,DE MARCHI Alessandro,0
14/06/2018,"Tour de Suisse, Stage 6 : Fiesch - Gommiswald",92.,DE MARCHI Alessandro,0
13/06/2018,"Tour de Suisse, Stage 5 : Gstaad - Leukerbad",78.,DE MARCHI Alessandro,0
12/06/2018,"Tour de Suisse, Stage 4 : Gansingen - Gstaad",90.,DE MARCHI Alessandro,0
11/06/2018,"Tour de Suisse, Stage 3 : Oberstammheim - Gansingen",131.,DE MARCHI Alessandro,0
10/06/2018,"Tour de Suisse, Stage 2 : Frauenfeld - Frauenfeld",146.,DE MARCHI Alessandro,0
9/06/2018,"Tour de Suisse, Stage 1 : Frauenfeld T.T.T.",-,DE MARCHI Alessandro,0
27/05/2018,Giro d'Italia,65.,DE MARCHI Alessandro,15
27/05/2018,"Giro d'Italia, Stage 21 : Roma - Roma",85.,DE MARCHI Alessandro,0
26/05/2018,"Giro d'Italia, Stage 20 : Susa - Cervinia",139.,DE MARCHI Alessandro,0
25/05/2018,"Giro d'Italia, Stage 19 : Venaria Reale - Bardonecchia/Jafferau",75.,DE MARCHI Alessandro,0
24/05/2018,"Giro d'Italia, Stage 18 : Abbiategrasso - Prato Nevoso",74.,DE MARCHI Alessandro,0
23/05/2018,"Giro d'Italia, Stage 17 : Riva del Garda - Iseo",89.,DE MARCHI Alessandro,0
22/05/2018,"Giro d'Italia, Stage 16 : Trento - Rovereto I.T.T.",39.,DE MARCHI Alessandro,0
20/05/2018,"Giro d'Italia, Stage 15 : Tolmezzo - Sappada",123.,DE MARCHI Alessandro,0
19/05/2018,"Giro d'Italia, Stage 14 : San Vito al Tagliamento - Monte Zoncolan",73.,DE MARCHI Alessandro,0
18/05/2018,"Giro d'Italia, Stage 13 : Ferrara - Nervesa della Battaglia",95.,DE MARCHI Alessandro,0
17/05/2018,"Giro d'Italia, Stage 12 : Osimo - Imola",52.,DE MARCHI Alessandro,0
16/05/2018,"Giro d'Italia, Stage 11 : Assisi - Osimo",79.,DE MARCHI Alessandro,0
15/05/2018,"Giro d'Italia, Stage 10 : Penne - Gualdo Tadino",68.,DE MARCHI Alessandro,0
13/05/2018,"Giro d'Italia, Stage 9 : Pesco Sannita - Gran Sasso d'Italia",49.,DE MARCHI Alessandro,0
12/05/2018,"Giro d'Italia, Stage 8 : Praia a Mare - Montevergine di Mercogliano",138.,DE MARCHI Alessandro,0
11/05/2018,"Giro d'Italia, Stage 7 : Pizzo - Praia a Mare",156.,DE MARCHI Alessandro,0
10/05/2018,"Giro d'Italia, Stage 6 : Caltanissetta - Etna",76.,DE MARCHI Alessandro,0
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",80.,DE MARCHI Alessandro,0
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",101.,DE MARCHI Alessandro,0
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",167.,DE MARCHI Alessandro,0
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",154.,DE MARCHI Alessandro,0
4/05/2018,"Giro d'Italia, Stage 1 : Jerusalem (ISR) I.T.T.",44.,DE MARCHI Alessandro,0
22/04/2018,Liège - Bastogne - Liège,39.,DE MARCHI Alessandro,5
18/04/2018,Flèche Wallonne,32.,DE MARCHI Alessandro,5
15/04/2018,Amstel Gold Race,34.,DE MARCHI Alessandro,5
7/04/2018,Itzulia Basque Country,51.,DE MARCHI Alessandro,5
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",74.,DE MARCHI Alessandro,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",56.,DE MARCHI Alessandro,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",30.,DE MARCHI Alessandro,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",93.,DE MARCHI Alessandro,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",136.,DE MARCHI Alessandro,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",57.,DE MARCHI Alessandro,0
11/03/2018,Paris - Nice,36.,DE MARCHI Alessandro,5
11/03/2018,"Paris - Nice, Stage 8 : Nice - Nice",58.,DE MARCHI Alessandro,0
10/03/2018,"Paris - Nice, Stage 7 : Nice - La Colmiane",76.,DE MARCHI Alessandro,0
9/03/2018,"Paris - Nice, Stage 6 : Sisteron - Vence",22.,DE MARCHI Alessandro,0
8/03/2018,"Paris - Nice, Stage 5 : Salon-de-Provence - Sisteron",46.,DE MARCHI Alessandro,0
7/03/2018,"Paris - Nice, Stage 4 : La Fouillouse - Saint-Étienne I.T.T.",18.,DE MARCHI Alessandro,0
6/03/2018,"Paris - Nice, Stage 3 : Bourges - Châtel-Guyon",47.,DE MARCHI Alessandro,0
5/03/2018,"Paris - Nice, Stage 2 : Orsonville - Vierzon",48.,DE MARCHI Alessandro,0
4/03/2018,"Paris - Nice, Stage 1 : Chatou - Meudon",39.,DE MARCHI Alessandro,0
4/02/2018,Volta a la Comunitat Valenciana,32.,DE MARCHI Alessandro,0
30/09/2018,World Championships (Innsbruck) R.R.,DNF,DENNIS Rohan,0
26/09/2018,World Championships (Innsbruck) I.T.T.,1.,DENNIS Rohan,250
23/09/2018,World Championships (Innsbruck) T.T.T.,3.,DENNIS Rohan,32
12/09/2018,"Vuelta a España, Stage 17 : Getxo - Balcon de Bizkaia",DNS,DENNIS Rohan,0
11/09/2018,"Vuelta a España, Stage 16 : Santillana del Mar - Torrelavega I.T.T.",1.,DENNIS Rohan,70
9/09/2018,"Vuelta a España, Stage 15 : Ribera de Arriba - Lagos de Covadonga",112.,DENNIS Rohan,0
8/09/2018,"Vuelta a España, Stage 14 : Cistierna - Nava/Alto Les Praeres",67.,DENNIS Rohan,0
7/09/2018,"Vuelta a España, Stage 13 : Candas Carreño - Alto de La Camperona",80.,DENNIS Rohan,0
6/09/2018,"Vuelta a España, Stage 12 : Mondoñedo - Faro de Estaca de Bares",100.,DENNIS Rohan,0
5/09/2018,"Vuelta a España, Stage 11 : Mombuey - Luinta",82.,DENNIS Rohan,0
4/09/2018,"Vuelta a España, Stage 10 : Salamanca - Bermillo de Sayago",134.,DENNIS Rohan,0
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",124.,DENNIS Rohan,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",150.,DENNIS Rohan,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",124.,DENNIS Rohan,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",148.,DENNIS Rohan,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",108.,DENNIS Rohan,0
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",98.,DENNIS Rohan,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",159.,DENNIS Rohan,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",167.,DENNIS Rohan,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",leader,DENNIS Rohan,18
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",1.,DENNIS Rohan,70
10/08/2018,Tour de Pologne,60.,DENNIS Rohan,5
10/08/2018,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",53.,DENNIS Rohan,0
9/08/2018,"Tour de Pologne, Stage 6 : Zakopane - Bukowina Tatrzanska",64.,DENNIS Rohan,0
8/08/2018,"Tour de Pologne, Stage 5 : Kopalina Soli - Bielsko-Biala",60.,DENNIS Rohan,0
7/08/2018,"Tour de Pologne, Stage 4 : Jaworzno - Szczyrk",66.,DENNIS Rohan,0
6/08/2018,"Tour de Pologne, Stage 3 : Chorzow - Zabrze",129.,DENNIS Rohan,0
5/08/2018,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",114.,DENNIS Rohan,0
4/08/2018,"Tour de Pologne, Stage 1 : Krakow - Krakow",120.,DENNIS Rohan,0
29/07/2018,Ride London - Surrey Classic,108.,DENNIS Rohan,5
27/05/2018,Giro d'Italia,16.,DENNIS Rohan,84
27/05/2018,"Giro d'Italia, Stage 21 : Roma - Roma",29.,DENNIS Rohan,0
26/05/2018,"Giro d'Italia, Stage 20 : Susa - Cervinia",84.,DENNIS Rohan,0
25/05/2018,"Giro d'Italia, Stage 19 : Venaria Reale - Bardonecchia/Jafferau",18.,DENNIS Rohan,0
24/05/2018,"Giro d'Italia, Stage 18 : Abbiategrasso - Prato Nevoso",25.,DENNIS Rohan,0
23/05/2018,"Giro d'Italia, Stage 17 : Riva del Garda - Iseo",56.,DENNIS Rohan,0
22/05/2018,"Giro d'Italia, Stage 16 : Trento - Rovereto I.T.T.",1.,DENNIS Rohan,70
20/05/2018,"Giro d'Italia, Stage 15 : Tolmezzo - Sappada",16.,DENNIS Rohan,0
19/05/2018,"Giro d'Italia, Stage 14 : San Vito al Tagliamento - Monte Zoncolan",19.,DENNIS Rohan,0
18/05/2018,"Giro d'Italia, Stage 13 : Ferrara - Nervesa della Battaglia",87.,DENNIS Rohan,0
17/05/2018,"Giro d'Italia, Stage 12 : Osimo - Imola",23.,DENNIS Rohan,0
16/05/2018,"Giro d'Italia, Stage 11 : Assisi - Osimo",9.,DENNIS Rohan,2
15/05/2018,"Giro d'Italia, Stage 10 : Penne - Gualdo Tadino",32.,DENNIS Rohan,0
13/05/2018,"Giro d'Italia, Stage 9 : Pesco Sannita - Gran Sasso d'Italia",21.,DENNIS Rohan,0
12/05/2018,"Giro d'Italia, Stage 8 : Praia a Mare - Montevergine di Mercogliano",13.,DENNIS Rohan,0
11/05/2018,"Giro d'Italia, Stage 7 : Pizzo - Praia a Mare",76.,DENNIS Rohan,0
10/05/2018,"Giro d'Italia, Stage 6 : Caltanissetta - Etna",21.,DENNIS Rohan,0
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",leader,DENNIS Rohan,18
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",14.,DENNIS Rohan,0
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",leader,DENNIS Rohan,18
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",12.,DENNIS Rohan,0
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",leader,DENNIS Rohan,18
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",36.,DENNIS Rohan,0
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",leader,DENNIS Rohan,18
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",38.,DENNIS Rohan,0
4/05/2018,"Giro d'Italia, Stage 1 : Jerusalem (ISR) I.T.T.",2.,DENNIS Rohan,40
29/04/2018,Tour de Romandie,7.,DENNIS Rohan,100
29/04/2018,"Tour de Romandie, Stage 5 : Mont-sur-Rolle - Genève",57.,DENNIS Rohan,0
28/04/2018,"Tour de Romandie, Stage 4 : Sion - Sion",6.,DENNIS Rohan,3
27/04/2018,"Tour de Romandie, Stage 3 : Ollon - Villars I.T.T.",7.,DENNIS Rohan,2
26/04/2018,"Tour de Romandie, Stage 2 : Delémont - Yverdon-les-Bains",65.,DENNIS Rohan,0
25/04/2018,"Tour de Romandie, Stage 1 : Fribourg - Delémont",12.,DENNIS Rohan,0
24/04/2018,"Tour de Romandie, Prologue : Fribourg I.T.T.",4.,DENNIS Rohan,10
13/03/2018,Tirreno - Adriatico,79.,DENNIS Rohan,5
13/03/2018,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",1.,DENNIS Rohan,45
12/03/2018,"Tirreno - Adriatico, Stage 6 : Numana - Fano",122.,DENNIS Rohan,0
11/03/2018,"Tirreno - Adriatico, Stage 5 : Castelraimondo - Filottrano",71.,DENNIS Rohan,0
10/03/2018,"Tirreno - Adriatico, Stage 4 : Foligno - Sarnano/Sassotetto",102.,DENNIS Rohan,0
9/03/2018,"Tirreno - Adriatico, Stage 3 : Follonica - Trevi",82.,DENNIS Rohan,0
8/03/2018,"Tirreno - Adriatico, Stage 2 : Camaiore - Follonica",93.,DENNIS Rohan,0
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",1.,DENNIS Rohan,11
25/02/2018,Abu Dhabi Tour,9.,DENNIS Rohan,58
25/02/2018,"Abu Dhabi Tour, Stage 5 : Al Ain - Jebel Hafeet",23.,DENNIS Rohan,0
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",leader,DENNIS Rohan,9
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",1.,DENNIS Rohan,30
23/02/2018,"Abu Dhabi Tour, Stage 3 : Abu Dhabi - Abu Dhabi",54.,DENNIS Rohan,0
22/02/2018,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",67.,DENNIS Rohan,0
21/02/2018,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",83.,DENNIS Rohan,0
28/01/2018,Cadel Evans Great Ocean Road Race,DNF,DENNIS Rohan,0
21/01/2018,Tour Down Under,30.,DENNIS Rohan,6
21/01/2018,"Tour Down Under, Stage 6 : Adelaide - Adelaide",96.,DENNIS Rohan,0
20/01/2018,"Tour Down Under, Stage 5 : McLaren Vale - Williunga Hill",37.,DENNIS Rohan,0
19/01/2018,"Tour Down Under, Stage 4 : Norwood - Uraidla",32.,DENNIS Rohan,0
18/01/2018,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",60.,DENNIS Rohan,0
17/01/2018,"Tour Down Under, Stage 2 : Unley - Stirling",15.,DENNIS Rohan,0
16/01/2018,"Tour Down Under, Stage 1 : Port Adelaide - Lyndoch",89.,DENNIS Rohan,0
