Date,Race,Rank,Rider,CQ
12/03/2017,Paris - Nice,49.0,LATOUR Pierre,5
12/03/2017,"Paris - Nice, Stage 8 : Nice - Nice",37.0,LATOUR Pierre,0
11/03/2017,"Paris - Nice, Stage 7 : Nice - Col de la Couillole",7.0,LATOUR Pierre,2
10/03/2017,"Paris - Nice, Stage 6 : Aubagne - Fayence",85.0,LATOUR Pierre,0
9/03/2017,"Paris - Nice, Stage 5 : Quincié-en-Beaujolais - Bourg-de-Péage",40.0,LATOUR Pierre,0
8/03/2017,"Paris - Nice, Stage 4 : Beaujeu - Mont-Brouilly I.T.T.",61.0,LATOUR Pierre,0
7/03/2017,"Paris - Nice, Stage 3 : Chablis - Chalon-sur-Saône",100.0,LATOUR Pierre,0
6/03/2017,"Paris - Nice, Stage 2 : Rochefort-en-Yvelines - Amilly",146.0,LATOUR Pierre,0
5/03/2017,"Paris - Nice, Stage 1 : Bois-d’Arcy - Bois-d’Arcy",70.0,LATOUR Pierre,0
26/02/2017,Drôme Classic,44.0,LATOUR Pierre,0
25/02/2017,Classic d'Ardèche,5.0,LATOUR Pierre,32
19/02/2017,Tour du Haut-Var,37.0,LATOUR Pierre,0
5/02/2017,Etoile de Bessèges,4.0,LATOUR Pierre,56
5/02/2017,"Etoile de Bessèges, Stage 5 : Alès - Montée de l'Hermitage I.T.T.",3.0,LATOUR Pierre,5
4/02/2017,"Etoile de Bessèges, Stage 4 : Chusclan - Laudun L'Ardoise",20.0,LATOUR Pierre,0
3/02/2017,"Etoile de Bessèges, Stage 3 : Bessèges - Bessèges",16.0,LATOUR Pierre,0
2/02/2017,"Etoile de Bessèges, Stage 2 : Nimes - Rodilhan",10.0,LATOUR Pierre,0
4/08/2017,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",DNS,MONTAGUTI Matteo,0
3/08/2017,"Tour de Pologne, Stage 6 : Wieliczka - Zakopane",83.,MONTAGUTI Matteo,0
2/08/2017,"Tour de Pologne, Stage 5 : Nagawczyna - Rzeszow",78.,MONTAGUTI Matteo,0
1/08/2017,"Tour de Pologne, Stage 4 : Zawiercie - Zabrze",54.,MONTAGUTI Matteo,0
31/07/2017,"Tour de Pologne, Stage 3 : Jaworzno - Szczyrk",71.,MONTAGUTI Matteo,0
30/07/2017,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",75.,MONTAGUTI Matteo,0
29/07/2017,"Tour de Pologne, Stage 1 : Krakow - Krakow",70.,MONTAGUTI Matteo,0
28/05/2017,Giro d'Italia,51.,MONTAGUTI Matteo,15
28/05/2017,"Giro d'Italia, Stage 21 : Monza - Milano I.T.T.",54.,MONTAGUTI Matteo,0
27/05/2017,"Giro d'Italia, Stage 20 : Pordenone - Asiago",32.,MONTAGUTI Matteo,0
26/05/2017,"Giro d'Italia, Stage 19 : San Candido - Piancavallo",61.,MONTAGUTI Matteo,0
25/05/2017,"Giro d'Italia, Stage 18 : Moena - Ortisei",90.,MONTAGUTI Matteo,0
24/05/2017,"Giro d'Italia, Stage 17 : Tirano - Canazei",43.,MONTAGUTI Matteo,0
23/05/2017,"Giro d'Italia, Stage 16 : Rovetta - Bormio",73.,MONTAGUTI Matteo,0
21/05/2017,"Giro d'Italia, Stage 15 : Valdengo - Bergamo",95.,MONTAGUTI Matteo,0
20/05/2017,"Giro d'Italia, Stage 14 : Castellania - Oropa",103.,MONTAGUTI Matteo,0
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",106.,MONTAGUTI Matteo,0
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",33.,MONTAGUTI Matteo,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",16.,MONTAGUTI Matteo,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",76.,MONTAGUTI Matteo,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",98.,MONTAGUTI Matteo,0
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",53.,MONTAGUTI Matteo,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",38.,MONTAGUTI Matteo,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",51.,MONTAGUTI Matteo,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",15.,MONTAGUTI Matteo,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",40.,MONTAGUTI Matteo,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",42.,MONTAGUTI Matteo,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",11.,MONTAGUTI Matteo,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",40.,MONTAGUTI Matteo,0
21/04/2017,Tour of the Alps - Giro del Trentino,27.,MONTAGUTI Matteo,5
20/04/2017,"Tour of the Alps - Giro del Trentino, Stage 4 : Bolzano - Cles",1.,MONTAGUTI Matteo,25
18/04/2017,"Tour of the Alps - Giro del Trentino, Stage 2 : Vipiteno - Innervillgraten (AUT)",13.,MONTAGUTI Matteo,0
8/04/2017,Vuelta al Pais Vasco,91.,MONTAGUTI Matteo,5
8/04/2017,"Vuelta al Pais Vasco, Stage 6 : Eibar - Eibar I.T.T.",34.,MONTAGUTI Matteo,0
7/04/2017,"Vuelta al Pais Vasco, Stage 5 : Bilbao - Eibar (Arrate)",95.,MONTAGUTI Matteo,0
6/04/2017,"Vuelta al Pais Vasco, Stage 4 : Donostia - Bilbao",133.,MONTAGUTI Matteo,0
5/04/2017,"Vuelta al Pais Vasco, Stage 3 : Gasteiz - Donostia",79.,MONTAGUTI Matteo,0
4/04/2017,"Vuelta al Pais Vasco, Stage 2 : Iruñea - Eltziego",140.,MONTAGUTI Matteo,0
3/04/2017,"Vuelta al Pais Vasco, Stage 1 : Iruñea - Eguesibar-Sarriguren",131.,MONTAGUTI Matteo,0
12/03/2017,"Tirreno - Adriatico, Stage 5 : Rieti - Fermo",DNS,MONTAGUTI Matteo,0
11/03/2017,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Terminillo",36.,MONTAGUTI Matteo,0
10/03/2017,"Tirreno - Adriatico, Stage 3 : Monterotondo Marittimo - Montalto di Castro",146.,MONTAGUTI Matteo,0
9/03/2017,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",49.,MONTAGUTI Matteo,0
8/03/2017,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",13.,MONTAGUTI Matteo,0
4/03/2017,Strade Bianche,50.,MONTAGUTI Matteo,5
26/02/2017,Drôme Classic,45.,MONTAGUTI Matteo,0
25/02/2017,Classic d'Ardèche,26.,MONTAGUTI Matteo,0
29/01/2017,Cadel Evans Great Ocean Road Race,41.,MONTAGUTI Matteo,5
22/01/2017,Tour Down Under,51.,MONTAGUTI Matteo,5
22/01/2017,"Tour Down Under, Stage 6 : Adelaide - Adelaide",44.,MONTAGUTI Matteo,0
21/01/2017,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",60.,MONTAGUTI Matteo,0
20/01/2017,"Tour Down Under, Stage 4 : Norwood - Campbelltown",97.,MONTAGUTI Matteo,0
19/01/2017,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",47.,MONTAGUTI Matteo,0
18/01/2017,"Tour Down Under, Stage 2 : Stirling - Paracombe",65.,MONTAGUTI Matteo,0
17/01/2017,"Tour Down Under, Stage 1 : Unley - Lyndoch",59.,MONTAGUTI Matteo,0
8/10/2017,Paris - Tours,6.,NAESEN Oliver,48
5/10/2017,Paris - Bourges,58.,NAESEN Oliver,0
3/10/2017,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,10.,NAESEN Oliver,12
1/10/2017,Tour de l'Eurométropole,6.,NAESEN Oliver,48
30/09/2017,Omloop van de Westhoek - Eurometropool,116.,NAESEN Oliver,0
24/09/2017,World Championships (Bergen) R.R.,73.,NAESEN Oliver,10
15/09/2017,Kampioenschap van Vlaanderen,29.,NAESEN Oliver,0
10/09/2017,GP de Montréal,16.,NAESEN Oliver,21
8/09/2017,GP de Québec,17.,NAESEN Oliver,19
2/09/2017,Brussels Cycling Classic,46.,NAESEN Oliver,0
27/08/2017,Bretagne Classic - Ouest-France,DNF,NAESEN Oliver,0
13/08/2017,BinckBank Tour,5.,NAESEN Oliver,104
13/08/2017,"BinckBank Tour, Stage 7 : Essen - Geraardsbergen",6.,NAESEN Oliver,3
12/08/2017,"BinckBank Tour, Stage 6 : Riemst - Houffalize",7.,NAESEN Oliver,2
11/08/2017,"BinckBank Tour, Stage 5 : Sittard - Sittard",4.,NAESEN Oliver,8
10/08/2017,"BinckBank Tour, Stage 4 : Riemst - Lanaken",24.,NAESEN Oliver,0
9/08/2017,"BinckBank Tour, Stage 3 : Blankenberge - Ardooie",18.,NAESEN Oliver,0
8/08/2017,"BinckBank Tour, Stage 2 : Voorburg - Voorburg I.T.T.",58.,NAESEN Oliver,0
7/08/2017,"BinckBank Tour, Stage 1 : Breda - Venray",80.,NAESEN Oliver,0
30/07/2017,Ride London - Surrey Classic,10.,NAESEN Oliver,36
23/07/2017,Tour de France,63.,NAESEN Oliver,20
23/07/2017,"Tour de France, Stage 21 : Montgeron - Paris",29.,NAESEN Oliver,0
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",143.,NAESEN Oliver,0
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",38.,NAESEN Oliver,0
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",71.,NAESEN Oliver,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",80.,NAESEN Oliver,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",23.,NAESEN Oliver,0
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",81.,NAESEN Oliver,0
15/07/2017,"Tour de France, Stage 14 : Blagnac - Rodez",26.,NAESEN Oliver,0
14/07/2017,"Tour de France, Stage 13 : Saint-Girons - Foix",47.,NAESEN Oliver,0
13/07/2017,"Tour de France, Stage 12 : Pau - Peyragudes",66.,NAESEN Oliver,0
12/07/2017,"Tour de France, Stage 11 : Eymet - Pau",44.,NAESEN Oliver,0
11/07/2017,"Tour de France, Stage 10 : Périgueux - Bergerac",31.,NAESEN Oliver,0
9/07/2017,"Tour de France, Stage 9 : Nantua - Chambéry",59.,NAESEN Oliver,0
8/07/2017,"Tour de France, Stage 8 : Dole - Station des Rousses",67.,NAESEN Oliver,0
7/07/2017,"Tour de France, Stage 7 : Troyes - Nuits-Saint-Georges",14.,NAESEN Oliver,0
6/07/2017,"Tour de France, Stage 6 : Vesoul - Troyes",27.,NAESEN Oliver,0
5/07/2017,"Tour de France, Stage 5 : Vittel - La Planche des Belles Filles",73.,NAESEN Oliver,0
4/07/2017,"Tour de France, Stage 4 : Mondorf-les-Bains (LUX) - Vittel",17.,NAESEN Oliver,0
3/07/2017,"Tour de France, Stage 3 : Verviers (BEL) - Longwy",76.,NAESEN Oliver,0
2/07/2017,"Tour de France, Stage 2 : Düsseldorf (GER) - Liège (BEL)",78.,NAESEN Oliver,0
1/07/2017,"Tour de France, Stage 1 : Düsseldorf (GER) I.T.T.",126.,NAESEN Oliver,0
25/06/2017,National Championships Belgium (Antwerpen) R.R.,1.,NAESEN Oliver,140
18/06/2017,RideBruges - Elfstedenronde,20.,NAESEN Oliver,5
11/06/2017,Critérium du Dauphiné,29.,NAESEN Oliver,7
11/06/2017,"Critérium du Dauphiné, Stage 8 : Albertville - Plateau de Solaison",27.,NAESEN Oliver,0
10/06/2017,"Critérium du Dauphiné, Stage 7 : Aoste - Alpe d'Huez",45.,NAESEN Oliver,0
9/06/2017,"Critérium du Dauphiné, Stage 6 : Villars-les-Dombes - La Motte-Servolex",8.,NAESEN Oliver,1
8/06/2017,"Critérium du Dauphiné, Stage 5 : La Tour-de-Salvagny - Mâcon",10.,NAESEN Oliver,0
7/06/2017,"Critérium du Dauphiné, Stage 4 : La Tour-du-Pin - Bourgion-Jalieu I.T.T.",105.,NAESEN Oliver,0
6/06/2017,"Critérium du Dauphiné, Stage 3 : Le Chambon-sur-Lignon - Tullins",54.,NAESEN Oliver,0
5/06/2017,"Critérium du Dauphiné, Stage 2 : Saint-Champond - Arlanc",22.,NAESEN Oliver,0
4/06/2017,"Critérium du Dauphiné, Stage 1 : Saint-Etienne - Saint-Etienne",86.,NAESEN Oliver,0
28/05/2017,Belgium Tour,8.,NAESEN Oliver,56
27/05/2017,"Belgium Tour, Stage 4 : Ans - Ans",7.,NAESEN Oliver,0
25/05/2017,"Belgium Tour, Stage 2 : Knokke-Heist - Moorslede",4.,NAESEN Oliver,5
24/05/2017,"Belgium Tour, Stage 1 : Lochristi - Knokke-Heist",16.,NAESEN Oliver,0
14/05/2017,4 Jours de Dunkerque,3.,NAESEN Oliver,100
14/05/2017,"4 Jours de Dunkerque, Stage 6 : Coudekerque - Dunkerque",13.,NAESEN Oliver,0
13/05/2017,"4 Jours de Dunkerque, Stage 5 : Boeschepe - Cassel",3.,NAESEN Oliver,10
12/05/2017,"4 Jours de Dunkerque, Stage 4 : Marck-en-Calaisis - Le Portel",10.,NAESEN Oliver,0
11/05/2017,"4 Jours de Dunkerque, Stage 3 : Beauvais - Amiens",15.,NAESEN Oliver,0
10/05/2017,"4 Jours de Dunkerque, Stage 2 : Saint-Quentin - Saint-Quentin",8.,NAESEN Oliver,0
9/05/2017,"4 Jours de Dunkerque, Stage 1 : Dunkerque - Iwuy",19.,NAESEN Oliver,0
1/05/2017,Rund um den Finanzplatz Eschborn - Frankfurt,DNF,NAESEN Oliver,0
16/04/2017,Amstel Gold Race,13.,NAESEN Oliver,30
9/04/2017,Paris - Roubaix,31.,NAESEN Oliver,5
5/04/2017,Scheldeprijs,74.,NAESEN Oliver,0
2/04/2017,Ronde van Vlaanderen,23.,NAESEN Oliver,18
26/03/2017,Gent - Wevelgem,22.,NAESEN Oliver,14
24/03/2017,E3 Harelbeke,3.,NAESEN Oliver,112
22/03/2017,Dwars door Vlaanderen,6.,NAESEN Oliver,62
12/03/2017,Paris - Nice,19.,NAESEN Oliver,23
12/03/2017,"Paris - Nice, Stage 8 : Nice - Nice",34.,NAESEN Oliver,0
11/03/2017,"Paris - Nice, Stage 7 : Nice - Col de la Couillole",26.,NAESEN Oliver,0
10/03/2017,"Paris - Nice, Stage 6 : Aubagne - Fayence",33.,NAESEN Oliver,0
9/03/2017,"Paris - Nice, Stage 5 : Quincié-en-Beaujolais - Bourg-de-Péage",12.,NAESEN Oliver,0
8/03/2017,"Paris - Nice, Stage 4 : Beaujeu - Mont-Brouilly I.T.T.",36.,NAESEN Oliver,0
7/03/2017,"Paris - Nice, Stage 3 : Chablis - Chalon-sur-Saône",12.,NAESEN Oliver,0
6/03/2017,"Paris - Nice, Stage 2 : Rochefort-en-Yvelines - Amilly",7.,NAESEN Oliver,2
5/03/2017,"Paris - Nice, Stage 1 : Bois-d’Arcy - Bois-d’Arcy",139.,NAESEN Oliver,0
26/02/2017,Kuurne - Brussel - Kuurne,8.,NAESEN Oliver,36
25/02/2017,Omloop Het Nieuwsblad,7.,NAESEN Oliver,54
19/02/2017,Tour of Oman,41.,NAESEN Oliver,5
19/02/2017,"Tour of Oman, Stage 6 : Muscat - Muttrah Corniche",11.,NAESEN Oliver,0
17/02/2017,"Tour of Oman, Stage 4 : Yita - Muscat",8.,NAESEN Oliver,0
5/02/2017,Volta a la Comunitat Valenciana,30.,NAESEN Oliver,3
5/02/2017,"Volta a la Comunitat Valenciana, Stage 5 : Valencia - Valencia",11.,NAESEN Oliver,0
3/02/2017,"Volta a la Comunitat Valenciana, Stage 3 : Canals - Riba-Roja de Turia",7.,NAESEN Oliver,0
2/02/2017,"Volta a la Comunitat Valenciana, Stage 2 : Alicante - Denia",13.,NAESEN Oliver,0
8/10/2017,Paris - Tours,74.,PETERS Nans,0
5/10/2017,Milano - Torino,71.,PETERS Nans,0
3/10/2017,Tre Valli Varesine,56.,PETERS Nans,0
17/09/2017,GP d'Isbergues - Pas de Calais,59.,PETERS Nans,0
10/09/2017,Tour du Doubs,16.,PETERS Nans,5
2/09/2017,Brussels Cycling Classic,83.,PETERS Nans,0
27/08/2017,Bretagne Classic - Ouest-France,27.,PETERS Nans,9
25/08/2017,Tour du Poitou Charentes,49.,PETERS Nans,0
20/08/2017,EuroEyes Cyclassics Hamburg,38.,PETERS Nans,5
18/06/2017,"Route du Sud, Stage 4 : Saint-Michel - Nogaro",DNF,PETERS Nans,0
30/04/2017,Tour de Romandie,98.,PETERS Nans,5
30/04/2017,"Tour de Romandie, Stage 5 : Lausanne - Lausanne I.T.T.",65.,PETERS Nans,0
29/04/2017,"Tour de Romandie, Stage 4 : Domdidier - Leysin",109.,PETERS Nans,0
28/04/2017,"Tour de Romandie, Stage 3 : Payerne - Payerne",53.,PETERS Nans,0
27/04/2017,"Tour de Romandie, Stage 2 : Aigle - Bulle",108.,PETERS Nans,0
26/04/2017,"Tour de Romandie, Stage 1 : Aigle - Champéry",105.,PETERS Nans,0
25/04/2017,"Tour de Romandie, Prologue : Aigle I.T.T.",81.,PETERS Nans,0
17/04/2017,Tro-Bro Léon,25.,PETERS Nans,0
15/04/2017,Tour du Finistère,58.,PETERS Nans,0
7/04/2017,Circuit de la Sarthe - Pays de la Loire,62.,PETERS Nans,0
2/04/2017,La Roue Tourangelle,50.,PETERS Nans,0
24/03/2017,E3 Harelbeke,107.,PETERS Nans,5
22/03/2017,Dwars door Vlaanderen,116.,PETERS Nans,5
18/03/2017,Classic Loire Atlantique,65.,PETERS Nans,0
4/03/2017,Strade Bianche,51.,PETERS Nans,5
25/02/2017,Classic d'Ardèche,24.,PETERS Nans,0
23/02/2017,Tour La Provence,51.,PETERS Nans,0
5/02/2017,Etoile de Bessèges,111.,PETERS Nans,0
29/01/2017,GP La Marseillaise,79.,PETERS Nans,0
7/10/2017,Il Lombardia,6.,POZZOVIVO Domenico,100
3/10/2017,Tre Valli Varesine,25.,POZZOVIVO Domenico,5
30/09/2017,Giro dell'Emilia,15.,POZZOVIVO Domenico,11
30/08/2017,"Vuelta a España, Stage 11 : Lorca - Calar Alto",DNF,POZZOVIVO Domenico,0
29/08/2017,"Vuelta a España, Stage 10 : Caravaca de la Cruz - Alhama de Murcia",60.,POZZOVIVO Domenico,0
27/08/2017,"Vuelta a España, Stage 9 : Orihuela-Costa - Cumbre del Sol",19.,POZZOVIVO Domenico,0
26/08/2017,"Vuelta a España, Stage 8 : Hellin - Xorret de Cati",38.,POZZOVIVO Domenico,0
25/08/2017,"Vuelta a España, Stage 7 : Lliria - Cuenca",44.,POZZOVIVO Domenico,0
24/08/2017,"Vuelta a España, Stage 6 : Vilarreal - Port de Sagunt",61.,POZZOVIVO Domenico,0
23/08/2017,"Vuelta a España, Stage 5 : Benicassim - Alcossebremat",38.,POZZOVIVO Domenico,0
22/08/2017,"Vuelta a España, Stage 4 : Escaldes-Engordany (AND) - Tarragona",149.,POZZOVIVO Domenico,0
21/08/2017,"Vuelta a España, Stage 3 : Prades - Andorra la Vella (AND)",9.,POZZOVIVO Domenico,2
20/08/2017,"Vuelta a España, Stage 2 : Nîmes (FRA) - Gruissan (FRA)",33.,POZZOVIVO Domenico,0
19/08/2017,"Vuelta a España, Stage 1 : Nîmes (FRA) T.T.T.",18.,POZZOVIVO Domenico,0
4/08/2017,Tour de Pologne,6.,POZZOVIVO Domenico,95
4/08/2017,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",6.,POZZOVIVO Domenico,3
3/08/2017,"Tour de Pologne, Stage 6 : Wieliczka - Zakopane",11.,POZZOVIVO Domenico,0
2/08/2017,"Tour de Pologne, Stage 5 : Nagawczyna - Rzeszow",35.,POZZOVIVO Domenico,0
1/08/2017,"Tour de Pologne, Stage 4 : Zawiercie - Zabrze",31.,POZZOVIVO Domenico,0
31/07/2017,"Tour de Pologne, Stage 3 : Jaworzno - Szczyrk",7.,POZZOVIVO Domenico,2
30/07/2017,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",32.,POZZOVIVO Domenico,0
29/07/2017,"Tour de Pologne, Stage 1 : Krakow - Krakow",84.,POZZOVIVO Domenico,0
18/06/2017,Tour de Suisse,4.,POZZOVIVO Domenico,136
18/06/2017,"Tour de Suisse, Stage 8 : Schaffhausen - Schaffhausen I.T.T.",8.,POZZOVIVO Domenico,1
17/06/2017,"Tour de Suisse, Stage 7 : Schaffhausen - Schaffhausen",83.,POZZOVIVO Domenico,0
16/06/2017,"Tour de Suisse, Stage 6 : Zernez - Sölden/Tiefenbachferner (AUT)",12.,POZZOVIVO Domenico,0
15/06/2017,"Tour de Suisse, Stage 5 : Locarno - La Punt",leader,POZZOVIVO Domenico,11
15/06/2017,"Tour de Suisse, Stage 5 : Locarno - La Punt",1.,POZZOVIVO Domenico,45
14/06/2017,"Tour de Suisse, Stage 4 : Bex - Cevio",35.,POZZOVIVO Domenico,0
13/06/2017,"Tour de Suisse, Stage 3 : Bern - Villars-sur-Ollon",5.,POZZOVIVO Domenico,5
12/06/2017,"Tour de Suisse, Stage 2 : Menziken - Bern",14.,POZZOVIVO Domenico,0
11/06/2017,"Tour de Suisse, Stage 1 : Cham - Cham",40.,POZZOVIVO Domenico,0
10/06/2017,"Tour de Suisse, Prologue : Cham I.T.T.",76.,POZZOVIVO Domenico,0
28/05/2017,Giro d'Italia,6.,POZZOVIVO Domenico,215
28/05/2017,"Giro d'Italia, Stage 21 : Monza - Milano I.T.T.",59.,POZZOVIVO Domenico,0
27/05/2017,"Giro d'Italia, Stage 20 : Pordenone - Asiago",4.,POZZOVIVO Domenico,15
26/05/2017,"Giro d'Italia, Stage 19 : San Candido - Piancavallo",12.,POZZOVIVO Domenico,0
25/05/2017,"Giro d'Italia, Stage 18 : Moena - Ortisei",4.,POZZOVIVO Domenico,15
24/05/2017,"Giro d'Italia, Stage 17 : Tirano - Canazei",47.,POZZOVIVO Domenico,0
23/05/2017,"Giro d'Italia, Stage 16 : Rovetta - Bormio",4.,POZZOVIVO Domenico,15
21/05/2017,"Giro d'Italia, Stage 15 : Valdengo - Bergamo",5.,POZZOVIVO Domenico,10
20/05/2017,"Giro d'Italia, Stage 14 : Castellania - Oropa",11.,POZZOVIVO Domenico,0
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",23.,POZZOVIVO Domenico,0
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",18.,POZZOVIVO Domenico,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",15.,POZZOVIVO Domenico,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",27.,POZZOVIVO Domenico,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",6.,POZZOVIVO Domenico,7
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",14.,POZZOVIVO Domenico,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",17.,POZZOVIVO Domenico,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",19.,POZZOVIVO Domenico,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",16.,POZZOVIVO Domenico,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",13.,POZZOVIVO Domenico,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",26.,POZZOVIVO Domenico,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",16.,POZZOVIVO Domenico,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",31.,POZZOVIVO Domenico,0
23/04/2017,Liège - Bastogne - Liège,12.,POZZOVIVO Domenico,46
21/04/2017,Tour of the Alps - Giro del Trentino,3.,POZZOVIVO Domenico,100
21/04/2017,"Tour of the Alps - Giro del Trentino, Stage 5 : Smarano - Trento",4.,POZZOVIVO Domenico,5
20/04/2017,"Tour of the Alps - Giro del Trentino, Stage 4 : Bolzano - Cles",18.,POZZOVIVO Domenico,0
19/04/2017,"Tour of the Alps - Giro del Trentino, Stage 3 : Villabassa - Funes",3.,POZZOVIVO Domenico,10
18/04/2017,"Tour of the Alps - Giro del Trentino, Stage 2 : Vipiteno - Innervillgraten (AUT)",18.,POZZOVIVO Domenico,0
17/04/2017,"Tour of the Alps - Giro del Trentino, Stage 1 : Kufstein (AUT) - Innsbrück/Hungerburg (AUT)",5.,POZZOVIVO Domenico,3
14/03/2017,Tirreno - Adriatico,10.,POZZOVIVO Domenico,70
14/03/2017,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",39.,POZZOVIVO Domenico,0
13/03/2017,"Tirreno - Adriatico, Stage 6 : Ascoli Piceno - Civitanova Marche",30.,POZZOVIVO Domenico,0
12/03/2017,"Tirreno - Adriatico, Stage 5 : Rieti - Fermo",16.,POZZOVIVO Domenico,0
11/03/2017,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Terminillo",7.,POZZOVIVO Domenico,2
10/03/2017,"Tirreno - Adriatico, Stage 3 : Monterotondo Marittimo - Montalto di Castro",52.,POZZOVIVO Domenico,0
9/03/2017,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",16.,POZZOVIVO Domenico,0
8/03/2017,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",13.,POZZOVIVO Domenico,0
26/02/2017,Abu Dhabi Tour,9.,POZZOVIVO Domenico,58
26/02/2017,"Abu Dhabi Tour, Stage 4 : Yas Marina, circuit race",28.,POZZOVIVO Domenico,0
25/02/2017,"Abu Dhabi Tour, Stage 3 : Al Ain - Jebel Hafeet",9.,POZZOVIVO Domenico,0
24/02/2017,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",35.,POZZOVIVO Domenico,0
23/02/2017,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",63.,POZZOVIVO Domenico,0
29/01/2017,Cadel Evans Great Ocean Road Race,17.,POZZOVIVO Domenico,16
22/01/2017,Tour Down Under,17.,POZZOVIVO Domenico,30
22/01/2017,"Tour Down Under, Stage 6 : Adelaide - Adelaide",15.,POZZOVIVO Domenico,0
21/01/2017,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",20.,POZZOVIVO Domenico,0
20/01/2017,"Tour Down Under, Stage 4 : Norwood - Campbelltown",17.,POZZOVIVO Domenico,0
19/01/2017,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",23.,POZZOVIVO Domenico,0
18/01/2017,"Tour Down Under, Stage 2 : Stirling - Paracombe",15.,POZZOVIVO Domenico,0
17/01/2017,"Tour Down Under, Stage 1 : Unley - Lyndoch",51.,POZZOVIVO Domenico,0
10/09/2017,GP de Montréal,DNF,RIBLON Christophe,0
8/09/2017,GP de Québec,DNF,RIBLON Christophe,0
27/08/2017,Bretagne Classic - Ouest-France,DNF,RIBLON Christophe,0
25/08/2017,Tour du Poitou Charentes,118.,RIBLON Christophe,0
17/08/2017,"Tour du Limousin, Stage 3 : Saint-Pantaléon de Larche - Chaumeil",DNF,RIBLON Christophe,0
3/08/2017,"Tour de Pologne, Stage 6 : Wieliczka - Zakopane",DNF,RIBLON Christophe,0
2/08/2017,"Tour de Pologne, Stage 5 : Nagawczyna - Rzeszow",130.,RIBLON Christophe,0
1/08/2017,"Tour de Pologne, Stage 4 : Zawiercie - Zabrze",146.,RIBLON Christophe,0
